"x"
0.352829
0.149766
0.124667
0.142106
0.157985
0.161614
0.189845
0.229648
0.198439
0.208532
0.211875
0.20207
0.209756
0.200659
0.221455
0.215946
0.23544
0.217663
0.200006
0.210709
0.241604
0.300596
0.271076
0.251001
0.288576
0.40873
0.354738
0.343248
0.238851
0.23774
0.350024
0.25058
0.341842
0.315056
0.290296
0.140642
0.105316
0.081696
0.105153
0.146746
0.169228
0.179819
0.177016
0.187566
0.292675
0.209401
0.210754
0.225328
0.22951
0.299927
0.263121
0.250065
0.231904
0.197857
0.223479
0.251837
0.298245
0.301369
0.289194
0.514687
0.476323
0.353593
0.396263
0.273959
0.817355
3.407657
0.367432
