"x"
0.636115
0.860117
1.532291
1.670542
1.478411
1.429745
1.447672
1.44216
1.492488
1.534014
1.539455
1.551499
1.577444
1.622738
1.681788
1.75086
1.86058
1.919343
2.065826
2.236936
2.469254
3.042609
3.437833
3.757845
4.187
4.584148
4.918701
5.213366
5.388911
5.327948
5.524832
5.134371
1.004759
0.148705
0.231712
0.248934
0.830287
1.196071
1.184063
1.182285
1.258393
1.317002
1.354114
1.442162
1.49974
1.636121
1.699716
1.82709
1.956421
2.080393
2.948379
6.439208
12.110863
25.947395
43.155472
60.414902
77.647123
97.132457
117.246702
139.597542
164.06911
192.635884
1.147477
0.40071
