"x"
362.567033
363.264003
365.217046
347.330039
345.812703
331.036889
329.368814
318.051679
316.418715
305.480576
294.668831
293.275848
288.065526
282.552236
280.78271
278.609401
269.184238
267.128504
261.124633
253.640655
246.891123
238.310325
235.972484
231.863608
223.208841
215.330801
206.615637
191.376917
178.28538
175.020195
165.053303
162.269269
153.491698
151.344782
148.852185
145.953441
142.97593
129.123348
114.137592
96.269828
73.945371
50.368609
24.494612
1.882887
2.1e-05
19.791947
39.537626
258.863829
251.921144
230.029443
265.284275
245.621598
224.39309
270.620957
315.451779
308.026381
375.562206
376.958415
398.910255
388.024035
362.647376
350.427044
327.045102
322.32005
322.170544
310.881571
310.475599
304.644996
299.817149
293.008167
287.416337
287.138055
283.279195
274.282241
273.630058
259.26025
254.716889
252.427477
242.621526
235.123928
226.194186
218.807255
209.249231
208.794965
201.584499
191.999796
185.053434
176.323131
170.349884
163.217984
151.001927
143.547347
129.355132
117.805827
102.063093
91.500548
75.810743
68.333138
66.240007
57.948317
56.353225
51.964388
43.343469
29.131767
21.376188
3.058192
3.1696
0
0.095935
0
0
0.20736
0.323374
0
50.275549
48.267046
104.116842
81.973637
71.984721
276.461666
276.462896
288.303365
290.319577
290.635246
319.071894
320.639586
341.773855
350.467411
356.751878
357.120813
379.40452
383.599941
383.939742
