"DateTime","Depth","ch4_obs","DateTime_H"
2017-06-12 12:00:00,0.1,0.1685839475,2017-06-12 12:00:00
2017-06-12 12:00:00,1.6,0.227091613,2017-06-12 12:00:00
2017-06-12 12:00:00,3.8,0.10956496,2017-06-12 12:00:00
2017-06-12 12:00:00,5,0.053376148,2017-06-12 12:00:00
2017-06-12 12:00:00,6.2,0.088265112,2017-06-12 12:00:00
2017-06-12 12:00:00,8,0.0719661845,2017-06-12 12:00:00
2017-06-12 12:00:00,9,0.0747901365,2017-06-12 12:00:00
2017-06-20 12:00:00,0.1,0.326536971,2017-06-20 12:00:00
2017-06-20 12:00:00,1.6,0.336256024,2017-06-20 12:00:00
2017-06-20 12:00:00,3.8,0.1195972825,2017-06-20 12:00:00
2017-06-20 12:00:00,5,0.121234923,2017-06-20 12:00:00
2017-06-20 12:00:00,6.2,0.126191224,2017-06-20 12:00:00
2017-06-20 12:00:00,8,0.107369399,2017-06-20 12:00:00
2017-06-20 12:00:00,9,0.109257163,2017-06-20 12:00:00
2017-06-26 12:00:00,0.1,0.261782124,2017-06-26 12:00:00
2017-06-26 12:00:00,1.6,0.2681466095,2017-06-26 12:00:00
2017-06-26 12:00:00,3.8,0.1276905355,2017-06-26 12:00:00
2017-06-26 12:00:00,5,0.112902482,2017-06-26 12:00:00
2017-06-26 12:00:00,6.2,0.221926639,2017-06-26 12:00:00
2017-06-26 12:00:00,8,0.214116873,2017-06-26 12:00:00
2017-06-26 12:00:00,9,0.2247633505,2017-06-26 12:00:00
2017-07-06 12:00:00,0.1,0.2852174075,2017-07-06 12:00:00
2017-07-06 12:00:00,1.6,0.2824098495,2017-07-06 12:00:00
2017-07-06 12:00:00,3.8,0.136490079,2017-07-06 12:00:00
2017-07-06 12:00:00,5,0.086127112,2017-07-06 12:00:00
2017-07-06 12:00:00,6.2,0.1910446245,2017-07-06 12:00:00
2017-07-06 12:00:00,8,0.1422266555,2017-07-06 12:00:00
2017-07-06 12:00:00,9,0.191133776,2017-07-06 12:00:00
2017-07-10 12:00:00,0.1,0.310589238,2017-07-10 12:00:00
2017-07-10 12:00:00,1.6,0.299480916,2017-07-10 12:00:00
2017-07-10 12:00:00,3.8,0.1247449115,2017-07-10 12:00:00
2017-07-10 12:00:00,5,0.086425592,2017-07-10 12:00:00
2017-07-10 12:00:00,6.2,0.103433791,2017-07-10 12:00:00
2017-07-10 12:00:00,8,0.0796802985,2017-07-10 12:00:00
2017-07-10 12:00:00,9,0.0788371855,2017-07-10 12:00:00
2017-07-13 12:00:00,0.1,0.2843228645,2017-07-13 12:00:00
2017-07-13 12:00:00,3.8,0.1622941815,2017-07-13 12:00:00
2017-07-13 12:00:00,5,0.045213763,2017-07-13 12:00:00
2017-07-13 12:00:00,6.2,0.1486767235,2017-07-13 12:00:00
2017-07-13 12:00:00,9,0.003374296,2017-07-13 12:00:00
2017-07-17 12:00:00,0.1,0.215896677,2017-07-17 12:00:00
2017-07-17 12:00:00,1.6,0.169514719,2017-07-17 12:00:00
2017-07-17 12:00:00,3.8,0.0579761625,2017-07-17 12:00:00
2017-07-17 12:00:00,5,0.062804922,2017-07-17 12:00:00
2017-07-17 12:00:00,6.2,0.023475296,2017-07-17 12:00:00
2017-07-17 12:00:00,8,0.018285478,2017-07-17 12:00:00
2017-07-17 12:00:00,9,0.0160673445,2017-07-17 12:00:00
2017-07-24 12:00:00,0.1,0.323611683,2017-07-24 12:00:00
2017-07-24 12:00:00,1.6,0.286088305,2017-07-24 12:00:00
2017-07-24 12:00:00,3.8,0.100060877,2017-07-24 12:00:00
2017-07-24 12:00:00,5,0.0254977775,2017-07-24 12:00:00
2017-07-24 12:00:00,6.2,0.1060240355,2017-07-24 12:00:00
2017-07-24 12:00:00,8,0.1406449155,2017-07-24 12:00:00
2017-07-24 12:00:00,9,0.068228251,2017-07-24 12:00:00
2017-07-31 12:00:00,0.1,0.2945744,2017-07-31 12:00:00
2017-07-31 12:00:00,1.6,0.3138564,2017-07-31 12:00:00
2017-07-31 12:00:00,3.8,0.12799105,2017-07-31 12:00:00
2017-07-31 12:00:00,5,2.27711,2017-07-31 12:00:00
2017-07-31 12:00:00,6.2,0.98226975,2017-07-31 12:00:00
2017-07-31 12:00:00,8,0.44309555,2017-07-31 12:00:00
2017-07-31 12:00:00,9,0.1017555,2017-07-31 12:00:00
2017-08-07 12:00:00,0.1,0.257945,2017-08-07 12:00:00
2017-08-07 12:00:00,1.6,0.2965862,2017-08-07 12:00:00
2017-08-07 12:00:00,3.8,0.1669638,2017-08-07 12:00:00
2017-08-07 12:00:00,5,3.7710805,2017-08-07 12:00:00
2017-08-07 12:00:00,6.2,0.7914129,2017-08-07 12:00:00
2017-08-07 12:00:00,9,0.06360379,2017-08-07 12:00:00
2017-08-14 12:00:00,0.1,0.3974652,2017-08-14 12:00:00
2017-08-14 12:00:00,1.6,0.41898175,2017-08-14 12:00:00
2017-08-14 12:00:00,3.8,0.2441682,2017-08-14 12:00:00
2017-08-14 12:00:00,5,8.568221,2017-08-14 12:00:00
2017-08-14 12:00:00,6.2,0.6953265,2017-08-14 12:00:00
2017-08-14 12:00:00,8,0.08057855,2017-08-14 12:00:00
2017-08-14 12:00:00,9,0.066549265,2017-08-14 12:00:00
2017-08-22 12:00:00,0.1,0.15468605,2017-08-22 12:00:00
2017-08-22 12:00:00,1.6,0.2652786,2017-08-22 12:00:00
2017-08-22 12:00:00,3.8,0.1339411,2017-08-22 12:00:00
2017-08-22 12:00:00,5,1.84815,2017-08-22 12:00:00
2017-08-22 12:00:00,6.2,0.2577971,2017-08-22 12:00:00
2017-08-22 12:00:00,8,0.13764745,2017-08-22 12:00:00
2017-08-22 12:00:00,9,0.2477052,2017-08-22 12:00:00
2017-08-28 12:00:00,0.1,0.14804505,2017-08-28 12:00:00
2017-08-28 12:00:00,1.6,0.1532677,2017-08-28 12:00:00
2017-08-28 12:00:00,3.8,0.1212943,2017-08-28 12:00:00
2017-08-28 12:00:00,5,0.08786956,2017-08-28 12:00:00
2017-08-28 12:00:00,6.2,0.0429859,2017-08-28 12:00:00
2017-08-28 12:00:00,8,0.024332795,2017-08-28 12:00:00
2017-08-28 12:00:00,9,0.03305818,2017-08-28 12:00:00
2017-09-04 12:00:00,0.1,0.09950708,2017-09-04 12:00:00
2017-09-04 12:00:00,1.6,0.10754185,2017-09-04 12:00:00
2017-09-04 12:00:00,3.8,0.101881015,2017-09-04 12:00:00
2017-09-04 12:00:00,5,0.441722,2017-09-04 12:00:00
2017-09-04 12:00:00,6.2,0.15619845,2017-09-04 12:00:00
2017-09-04 12:00:00,8,0.02931879,2017-09-04 12:00:00
2017-09-04 12:00:00,9,0.1927246,2017-09-04 12:00:00
2017-09-11 12:00:00,0.1,0.044500065,2017-09-11 12:00:00
2017-09-11 12:00:00,1.6,0.04046742,2017-09-11 12:00:00
2017-09-11 12:00:00,3.8,0.04247409,2017-09-11 12:00:00
2017-09-11 12:00:00,6.2,0.1912713,2017-09-11 12:00:00
2017-09-11 12:00:00,8,0.018876925,2017-09-11 12:00:00
2017-09-11 12:00:00,9,0.067999,2017-09-11 12:00:00
2017-09-18 12:00:00,0.1,0.1181046,2017-09-18 12:00:00
2017-09-18 12:00:00,1.6,0.091781795,2017-09-18 12:00:00
2017-09-18 12:00:00,3.8,0.03236274,2017-09-18 12:00:00
2017-09-18 12:00:00,5,0.1728788,2017-09-18 12:00:00
2017-09-18 12:00:00,6.2,0.5510756,2017-09-18 12:00:00
2017-09-18 12:00:00,8,0.02599237,2017-09-18 12:00:00
2017-09-18 12:00:00,9,0.043320175,2017-09-18 12:00:00
2017-09-25 12:00:00,0.1,0.1567137,2017-09-25 12:00:00
2017-09-25 12:00:00,1.6,0.1493714,2017-09-25 12:00:00
2017-09-25 12:00:00,3.8,0.02789684,2017-09-25 12:00:00
2017-09-25 12:00:00,5,0.007374031,2017-09-25 12:00:00
2017-09-25 12:00:00,6.2,0.009891032,2017-09-25 12:00:00
2017-09-25 12:00:00,8,0.009047025,2017-09-25 12:00:00
2017-09-25 12:00:00,9,0.01053897,2017-09-25 12:00:00
2017-10-02 12:00:00,0.1,0.1002677,2017-10-02 12:00:00
2017-10-02 12:00:00,1.6,0.10259588,2017-10-02 12:00:00
2017-10-02 12:00:00,3.8,0.100060795,2017-10-02 12:00:00
2017-10-02 12:00:00,5,0.56444535,2017-10-02 12:00:00
2017-10-02 12:00:00,6.2,0.074823795,2017-10-02 12:00:00
2017-10-02 12:00:00,8,0.040469675,2017-10-02 12:00:00
2017-10-02 12:00:00,9,0.024562915,2017-10-02 12:00:00
2017-10-09 12:00:00,0.1,0.10976325,2017-10-09 12:00:00
2017-10-09 12:00:00,1.6,0.11588685,2017-10-09 12:00:00
2017-10-09 12:00:00,3.8,0.06041644,2017-10-09 12:00:00
2017-10-09 12:00:00,5,0.51411625,2017-10-09 12:00:00
2017-10-09 12:00:00,6.2,0.02533643,2017-10-09 12:00:00
2017-10-09 12:00:00,8,0.1257469,2017-10-09 12:00:00
2017-10-09 12:00:00,9,0.035391745,2017-10-09 12:00:00
2017-10-16 12:00:00,0.1,0.1366503,2017-10-16 12:00:00
2017-10-16 12:00:00,1.6,0.15471165,2017-10-16 12:00:00
2017-10-16 12:00:00,3.8,0.1170955,2017-10-16 12:00:00
2017-10-16 12:00:00,5,0.22388945,2017-10-16 12:00:00
2017-10-16 12:00:00,6.2,0.083179015,2017-10-16 12:00:00
2017-10-16 12:00:00,8,0.049172215,2017-10-16 12:00:00
2017-10-16 12:00:00,9,0.02713144,2017-10-16 12:00:00
2017-10-23 12:00:00,0.1,0.06113768,2017-10-23 12:00:00
2017-10-23 12:00:00,1.6,0.065489625,2017-10-23 12:00:00
2017-10-23 12:00:00,3.8,0.05017184,2017-10-23 12:00:00
2017-10-23 12:00:00,5,0.03633288,2017-10-23 12:00:00
2017-10-23 12:00:00,6.2,0.028868205,2017-10-23 12:00:00
2017-10-23 12:00:00,8,0.03720762,2017-10-23 12:00:00
2017-10-23 12:00:00,9,0.07335792,2017-10-23 12:00:00
2017-11-06 12:00:00,0.1,0.003569446,2017-11-06 12:00:00
2017-11-06 12:00:00,1.6,0.006410291,2017-11-06 12:00:00
2017-11-06 12:00:00,3.8,0.01057513,2017-11-06 12:00:00
2017-11-06 12:00:00,5,0.012846,2017-11-06 12:00:00
2017-11-06 12:00:00,6.2,0.01511625,2017-11-06 12:00:00
2017-11-06 12:00:00,8,0.01852048,2017-11-06 12:00:00
2017-11-06 12:00:00,9,0.02041112,2017-11-06 12:00:00
2017-12-12 12:00:00,0.1,0.093832495,2017-12-12 12:00:00
2017-12-12 12:00:00,1.6,0.093240585,2017-12-12 12:00:00
2017-12-12 12:00:00,3.8,0.08777932,2017-12-12 12:00:00
2017-12-12 12:00:00,5,0.09465365,2017-12-12 12:00:00
2017-12-12 12:00:00,6.2,0.094731485,2017-12-12 12:00:00
2017-12-12 12:00:00,8,0.09661934,2017-12-12 12:00:00
2017-12-12 12:00:00,9,0.09355969,2017-12-12 12:00:00
2018-01-15 11:00:00,0.1,0.4082368,2018-01-15 11:00:00
2018-01-15 11:00:00,1.6,0.38178825,2018-01-15 11:00:00
2018-01-15 11:00:00,3.8,0.4282712,2018-01-15 11:00:00
2018-01-15 11:00:00,5,0.4534365,2018-01-15 11:00:00
2018-01-15 11:00:00,6.2,0.44563745,2018-01-15 11:00:00
2018-01-15 11:00:00,8,0.45162595,2018-01-15 11:00:00
2018-01-15 11:00:00,9,0.44929405,2018-01-15 11:00:00
2018-03-19 11:00:00,1.6,0.03980099,2018-03-19 11:00:00
2018-03-19 11:00:00,3.8,0.039036685,2018-03-19 11:00:00
2018-03-19 11:00:00,6.2,0.059520195,2018-03-19 11:00:00
2018-03-19 11:00:00,8,0.04314133,2018-03-19 11:00:00
2018-03-19 11:00:00,9,0.04446944,2018-03-19 11:00:00
2018-03-19 12:00:00,0.1,0.060581965,2018-03-19 12:00:00
2018-03-19 12:00:00,5,0.022397785,2018-03-19 12:00:00
2018-04-04 11:00:00,0.1,0.18162605,2018-04-04 11:00:00
2018-04-04 11:00:00,1.6,0.2080553,2018-04-04 11:00:00
2018-04-04 11:00:00,3.8,0.11135475,2018-04-04 11:00:00
2018-04-04 11:00:00,5,0.09641869,2018-04-04 11:00:00
2018-04-04 11:00:00,6.2,0.08650721,2018-04-04 11:00:00
2018-04-04 11:00:00,8,0.08936652,2018-04-04 11:00:00
2018-04-04 11:00:00,9,0.1717653,2018-04-04 11:00:00
2018-04-23 11:00:00,0.1,0.198091,2018-04-23 11:00:00
2018-04-23 11:00:00,1.6,0.21941965,2018-04-23 11:00:00
2018-04-23 11:00:00,5,0.080218235,2018-04-23 11:00:00
2018-04-23 11:00:00,6.2,0.047486025,2018-04-23 11:00:00
2018-04-23 11:00:00,8,0.05457789,2018-04-23 11:00:00
2018-04-23 11:00:00,9,0.07811977,2018-04-23 11:00:00
2018-04-30 11:00:00,0.1,0.23116415,2018-04-30 11:00:00
2018-04-30 11:00:00,1.6,0.24960495,2018-04-30 11:00:00
2018-04-30 11:00:00,3.8,0.2363882,2018-04-30 11:00:00
2018-04-30 11:00:00,5,0.21920865,2018-04-30 11:00:00
2018-04-30 11:00:00,6.2,0.06173425,2018-04-30 11:00:00
2018-04-30 11:00:00,8,0.05963606,2018-04-30 11:00:00
2018-04-30 11:00:00,9,0.0622086,2018-04-30 11:00:00
2018-05-07 11:00:00,0.1,0.3868581,2018-05-07 11:00:00
2018-05-07 11:00:00,1.6,0.371977,2018-05-07 11:00:00
2018-05-07 11:00:00,3.8,0.2927671,2018-05-07 11:00:00
2018-05-07 11:00:00,5,0.222663,2018-05-07 11:00:00
2018-05-07 11:00:00,6.2,0.19833495,2018-05-07 11:00:00
2018-05-07 11:00:00,8,0.09833685,2018-05-07 11:00:00
2018-05-07 11:00:00,9,0.1052217,2018-05-07 11:00:00
2018-05-14 11:00:00,0.1,0.487841,2018-05-14 11:00:00
2018-05-14 11:00:00,1.6,0.6845354,2018-05-14 11:00:00
2018-05-14 11:00:00,3.8,0.48424105,2018-05-14 11:00:00
2018-05-14 11:00:00,5,0.3751962,2018-05-14 11:00:00
2018-05-14 11:00:00,6.2,0.22183255,2018-05-14 11:00:00
2018-05-14 11:00:00,8,0.2719104,2018-05-14 11:00:00
2018-05-14 11:00:00,9,0.2076418,2018-05-14 11:00:00
2018-05-21 11:00:00,0.1,0.7899819,2018-05-21 11:00:00
2018-05-21 11:00:00,1.6,0.70339905,2018-05-21 11:00:00
2018-05-21 11:00:00,3.8,0.746703,2018-05-21 11:00:00
2018-05-21 11:00:00,5,0.7823374,2018-05-21 11:00:00
2018-05-21 11:00:00,6.2,0.48305055,2018-05-21 11:00:00
2018-05-21 11:00:00,8,0.4585502,2018-05-21 11:00:00
2018-05-21 11:00:00,9,0.4811664,2018-05-21 11:00:00
2018-05-28 11:00:00,0.1,0.4453842,2018-05-28 11:00:00
2018-05-28 11:00:00,1.6,0.4852446,2018-05-28 11:00:00
2018-05-28 11:00:00,3.8,0.2725046,2018-05-28 11:00:00
2018-05-28 11:00:00,5,0.06041778,2018-05-28 11:00:00
2018-05-28 11:00:00,6.2,0.1076117,2018-05-28 11:00:00
2018-05-28 11:00:00,8,0.08988366,2018-05-28 11:00:00
2018-05-28 11:00:00,9,0.17689295,2018-05-28 11:00:00
2018-06-04 11:00:00,0.1,0.4536376,2018-06-04 11:00:00
2018-06-04 11:00:00,1.6,0.54829365,2018-06-04 11:00:00
2018-06-04 11:00:00,3.8,0.10038144,2018-06-04 11:00:00
2018-06-04 11:00:00,5,0.2543939,2018-06-04 11:00:00
2018-06-04 11:00:00,6.2,0.06762419,2018-06-04 11:00:00
2018-06-04 11:00:00,8,0.068755765,2018-06-04 11:00:00
2018-06-04 11:00:00,9,0.06532693,2018-06-04 11:00:00
2018-06-11 11:00:00,0.1,0.31364395,2018-06-11 11:00:00
2018-06-11 11:00:00,1.6,0.5036387,2018-06-11 11:00:00
2018-06-11 11:00:00,3.8,0.2234143,2018-06-11 11:00:00
2018-06-11 11:00:00,5,0.1990165,2018-06-11 11:00:00
2018-06-11 11:00:00,6.2,0.06781584,2018-06-11 11:00:00
2018-06-11 11:00:00,8,0.06436006,2018-06-11 11:00:00
2018-06-11 11:00:00,9,0.060772355,2018-06-11 11:00:00
2018-06-18 11:00:00,0.1,0.38368345,2018-06-18 11:00:00
2018-06-18 11:00:00,1.6,0.42583245,2018-06-18 11:00:00
2018-06-18 11:00:00,3.8,0.2176755,2018-06-18 11:00:00
2018-06-18 11:00:00,5,0.2543198,2018-06-18 11:00:00
2018-06-18 11:00:00,6.2,0.08568328,2018-06-18 11:00:00
2018-06-18 11:00:00,8,0.079832405,2018-06-18 11:00:00
2018-06-18 11:00:00,9,0.0796616,2018-06-18 11:00:00
2018-06-25 11:00:00,1.6,0.5527352,2018-06-25 11:00:00
2018-06-25 11:00:00,3.8,0.2967344,2018-06-25 11:00:00
2018-06-25 11:00:00,6.2,0.04907485,2018-06-25 11:00:00
2018-06-25 11:00:00,8,0.4339152,2018-06-25 11:00:00
2018-06-25 11:00:00,9,0.4413161,2018-06-25 11:00:00
2018-07-02 11:00:00,0.1,0.3062201,2018-07-02 11:00:00
2018-07-02 11:00:00,1.6,0.4791239,2018-07-02 11:00:00
2018-07-02 11:00:00,3.8,0.093922015,2018-07-02 11:00:00
2018-07-02 11:00:00,8,0.20635835,2018-07-02 11:00:00
2018-07-02 11:00:00,9,0.1965055,2018-07-02 11:00:00
2018-07-02 12:00:00,6.2,0.1769904,2018-07-02 12:00:00
2018-07-09 11:00:00,1.6,0.248393,2018-07-09 11:00:00
2018-07-09 11:00:00,3.8,0.10759785,2018-07-09 11:00:00
2018-07-09 11:00:00,5,0.1750264,2018-07-09 11:00:00
2018-07-09 11:00:00,6.2,0.088502665,2018-07-09 11:00:00
2018-07-09 11:00:00,8,0.08627663,2018-07-09 11:00:00
2018-07-09 11:00:00,9,0.07256043,2018-07-09 11:00:00
2018-07-16 11:00:00,0.1,0.5109402,2018-07-16 11:00:00
2018-07-16 11:00:00,1.6,0.654448,2018-07-16 11:00:00
2018-07-16 11:00:00,3.8,0.2404899,2018-07-16 11:00:00
2018-07-16 11:00:00,5,0.1850465,2018-07-16 11:00:00
2018-07-16 11:00:00,6.2,0.085953475,2018-07-16 11:00:00
2018-07-16 11:00:00,8,0.102853685,2018-07-16 11:00:00
2018-07-16 11:00:00,9,0.07926181,2018-07-16 11:00:00
2018-07-23 11:00:00,0.1,0.320957,2018-07-23 11:00:00
2018-07-23 11:00:00,1.6,0.2721954,2018-07-23 11:00:00
2018-07-23 11:00:00,3.8,0.06445302,2018-07-23 11:00:00
2018-07-23 11:00:00,5,0.09058806,2018-07-23 11:00:00
2018-07-30 11:00:00,0.1,0.2770725,2018-07-30 11:00:00
2018-07-30 11:00:00,1.6,0.2575632,2018-07-30 11:00:00
2018-07-30 11:00:00,3.8,0.13129323,2018-07-30 11:00:00
2018-07-30 11:00:00,5,0.06781828,2018-07-30 11:00:00
2018-07-30 11:00:00,6.2,0.02100477,2018-07-30 11:00:00
2018-07-30 11:00:00,8,0.01841128,2018-07-30 11:00:00
2018-08-06 11:00:00,0.1,0.2905882,2018-08-06 11:00:00
2018-08-06 11:00:00,1.6,0.2910496,2018-08-06 11:00:00
2018-08-06 11:00:00,3.8,0.097356445,2018-08-06 11:00:00
2018-08-06 11:00:00,5,1.643985,2018-08-06 11:00:00
2018-08-06 11:00:00,6.2,0.6400851,2018-08-06 11:00:00
2018-08-06 11:00:00,8,1.841541,2018-08-06 11:00:00
2018-08-06 11:00:00,9,13.62048,2018-08-06 11:00:00
2018-08-13 11:00:00,0.1,0.3477675,2018-08-13 11:00:00
2018-08-13 11:00:00,1.6,0.35385965,2018-08-13 11:00:00
2018-08-13 11:00:00,3.8,13.395395,2018-08-13 11:00:00
