"DateTime","depth","oxy","OXY_mmol","DateTime_H"
"2017-07-10 12:00:00",4,6.3354,197.98125,2017-07-10 12:00:00
"2017-07-10 12:00:00",5,5.3751,167.971875,2017-07-10 12:00:00
"2017-07-10 12:00:00",6,8.7613,273.790625,2017-07-10 12:00:00
"2017-07-10 12:00:00",7,8.4364,263.6375,2017-07-10 12:00:00
"2017-07-10 12:00:00",8,8.5216,266.3,2017-07-10 12:00:00
"2017-07-10 12:00:00",9,8.4853,265.165625,2017-07-10 12:00:00
"2017-07-10 12:00:00",9.2,8.502,265.6875,2017-07-10 12:00:00
"2017-07-11 12:00:00",0.1,9.3872,293.35,2017-07-11 12:00:00
"2017-07-11 12:00:00",1,9.7733,305.415625,2017-07-11 12:00:00
"2017-07-11 12:00:00",2,10.8719,339.746875,2017-07-11 12:00:00
"2017-07-11 12:00:00",3,8.9035,278.234375,2017-07-11 12:00:00
"2017-07-11 12:00:00",4,6.9127,216.021875,2017-07-11 12:00:00
"2017-07-11 12:00:00",5,6.048,189,2017-07-11 12:00:00
"2017-07-11 12:00:00",6,8.1426,254.45625,2017-07-11 12:00:00
"2017-07-11 12:00:00",7,8.0003,250.009375,2017-07-11 12:00:00
"2017-07-11 12:00:00",8,8.0169,250.528125,2017-07-11 12:00:00
"2017-07-11 12:00:00",9,8.0158,250.49375,2017-07-11 12:00:00
"2017-07-11 12:00:00",9.2,8.0389,251.215625,2017-07-11 12:00:00
"2017-07-12 12:00:00",0.1,9.2073,287.728125,2017-07-12 12:00:00
"2017-07-12 12:00:00",1,10.5096,328.425,2017-07-12 12:00:00
"2017-07-12 12:00:00",2,11.0762,346.13125,2017-07-12 12:00:00
"2017-07-12 12:00:00",3,8.1093,253.415625,2017-07-12 12:00:00
"2017-07-12 12:00:00",4,7.0419,220.059375,2017-07-12 12:00:00
"2017-07-12 12:00:00",5,5.2773,164.915625,2017-07-12 12:00:00
"2017-07-12 12:00:00",6,8.0884,252.7625,2017-07-12 12:00:00
"2017-07-12 12:00:00",7,7.6105,237.828125,2017-07-12 12:00:00
"2017-07-12 12:00:00",8,7.6502,239.06875,2017-07-12 12:00:00
"2017-07-12 12:00:00",9,7.6193,238.103125,2017-07-12 12:00:00
"2017-07-12 12:00:00",9.2,7.6277,238.365625,2017-07-12 12:00:00
"2017-07-13 12:30:00",0.1,9.6,300,2017-07-13 12:00:00
"2017-07-13 12:30:00",1,10.28,321.25,2017-07-13 12:00:00
"2017-07-13 12:30:00",2,10.96,342.5,2017-07-13 12:00:00
"2017-07-13 12:30:00",3,10.73,335.3125,2017-07-13 12:00:00
"2017-07-13 12:30:00",4,8.29,259.0625,2017-07-13 12:00:00
"2017-07-13 12:30:00",5,6.53,204.0625,2017-07-13 12:00:00
"2017-07-13 12:30:00",6,4.04,126.25,2017-07-13 12:00:00
"2017-07-13 12:30:00",8,7.49,234.0625,2017-07-13 12:00:00
"2017-07-13 12:30:00",9,7.57,236.5625,2017-07-13 12:00:00
"2017-07-13 12:30:00",9.2,7.57,236.5625,2017-07-13 12:00:00
"2017-07-17 10:00:00",0.1,11.07,345.9375,2017-07-17 10:00:00
"2017-07-17 10:00:00",1,10.98,343.125,2017-07-17 10:00:00
"2017-07-17 10:00:00",2,14.64,457.5,2017-07-17 10:00:00
"2017-07-17 10:00:00",3,13.49,421.5625,2017-07-17 10:00:00
"2017-07-17 10:00:00",4,7.38,230.625,2017-07-17 10:00:00
"2017-07-17 10:00:00",5,5.17,161.5625,2017-07-17 10:00:00
"2017-07-17 10:00:00",6,6.88,215,2017-07-17 10:00:00
"2017-07-17 10:00:00",8,8.06,251.875,2017-07-17 10:00:00
"2017-07-17 10:00:00",9,8.16,255,2017-07-17 10:00:00
"2017-07-17 10:00:00",9.2,8.16,255,2017-07-17 10:00:00
"2017-07-24 11:00:00",0.1,9.48,296.25,2017-07-24 11:00:00
"2017-07-24 11:00:00",1,9.6,300,2017-07-24 11:00:00
"2017-07-24 11:00:00",2,12.71,397.1875,2017-07-24 11:00:00
"2017-07-24 11:00:00",3,10.65,332.8125,2017-07-24 11:00:00
"2017-07-24 11:00:00",4,7.5,234.375,2017-07-24 11:00:00
"2017-07-24 11:00:00",5,2.43,75.9375,2017-07-24 11:00:00
"2017-07-24 11:00:00",6,7.12,222.5,2017-07-24 11:00:00
"2017-07-24 11:00:00",8,7.53,235.3125,2017-07-24 11:00:00
"2017-07-24 11:00:00",9,7.64,238.75,2017-07-24 11:00:00
"2017-07-24 11:00:00",9.2,7.64,238.75,2017-07-24 11:00:00
"2017-07-31 10:30:00",0.1,8.17,255.3125,2017-07-31 10:00:00
"2017-07-31 10:30:00",1,8.15,254.6875,2017-07-31 10:00:00
"2017-07-31 10:30:00",2,8.12,253.75,2017-07-31 10:00:00
"2017-07-31 10:30:00",3,8.57,267.8125,2017-07-31 10:00:00
"2017-07-31 10:30:00",4,5.92,185,2017-07-31 10:00:00
"2017-07-31 10:30:00",5,0.72,22.5,2017-07-31 10:00:00
"2017-07-31 10:30:00",6,7.05,220.3125,2017-07-31 10:00:00
"2017-07-31 10:30:00",8,7.58,236.875,2017-07-31 10:00:00
"2017-07-31 10:30:00",9,7.65,239.0625,2017-07-31 10:00:00
"2017-07-31 10:30:00",9.2,7.65,239.0625,2017-07-31 10:00:00
"2017-08-07 10:00:00",0.1,7.02,219.375,2017-08-07 10:00:00
"2017-08-07 10:00:00",1,7.06,220.625,2017-08-07 10:00:00
"2017-08-07 10:00:00",2,6.84,213.75,2017-08-07 10:00:00
"2017-08-07 10:00:00",3,6.44,201.25,2017-08-07 10:00:00
"2017-08-07 10:00:00",4,3.4,106.25,2017-08-07 10:00:00
"2017-08-07 10:00:00",5,0.89,27.8125,2017-08-07 10:00:00
"2017-08-07 10:00:00",6,6.42,200.625,2017-08-07 10:00:00
"2017-08-07 10:00:00",8,6.75,210.9375,2017-08-07 10:00:00
"2017-08-07 10:00:00",9,6.78,211.875,2017-08-07 10:00:00
"2017-08-07 10:00:00",9.2,6.78,211.875,2017-08-07 10:00:00
"2017-08-14 10:30:00",0.1,8.55,267.1875,2017-08-14 10:00:00
"2017-08-14 10:30:00",1,8.34,260.625,2017-08-14 10:00:00
"2017-08-14 10:30:00",2,8.31,259.6875,2017-08-14 10:00:00
"2017-08-14 10:30:00",3,6.58,205.625,2017-08-14 10:00:00
"2017-08-14 10:30:00",4,2.42,75.625,2017-08-14 10:00:00
"2017-08-14 10:30:00",5,0.48,15,2017-08-14 10:00:00
"2017-08-14 10:30:00",6,5.82,181.875,2017-08-14 10:00:00
"2017-08-14 10:30:00",8,6.14,191.875,2017-08-14 10:00:00
"2017-08-14 10:30:00",9,6.19,193.4375,2017-08-14 10:00:00
"2017-08-14 10:30:00",9.2,6.19,193.4375,2017-08-14 10:00:00
"2017-08-21 10:30:00",0.1,7.86,245.625,2017-08-21 10:00:00
"2017-08-21 10:30:00",1,7.93,247.8125,2017-08-21 10:00:00
"2017-08-21 10:30:00",2,7.6,237.5,2017-08-21 10:00:00
"2017-08-21 10:30:00",3,8.98,280.625,2017-08-21 10:00:00
"2017-08-21 10:30:00",4,3.48,108.75,2017-08-21 10:00:00
"2017-08-21 10:30:00",5,0.75,23.4375,2017-08-21 10:00:00
"2017-08-21 10:30:00",6,5.96,186.25,2017-08-21 10:00:00
"2017-08-21 10:30:00",8,6.08,190,2017-08-21 10:00:00
"2017-08-21 10:30:00",9,6.1,190.625,2017-08-21 10:00:00
"2017-08-21 10:30:00",9.2,6.1,190.625,2017-08-21 10:00:00
"2017-08-27 12:00:00",4,0.173,5.40625,2017-08-27 12:00:00
"2017-08-27 12:00:00",5,0.197,6.15625,2017-08-27 12:00:00
"2017-08-27 12:00:00",6,0.197,6.15625,2017-08-27 12:00:00
"2017-08-27 12:00:00",7,0.197,6.15625,2017-08-27 12:00:00
"2017-08-27 12:00:00",8,0.197,6.15625,2017-08-27 12:00:00
"2017-08-27 12:00:00",9,0.197,6.15625,2017-08-27 12:00:00
"2017-08-27 12:00:00",9.2,0.197,6.15625,2017-08-27 12:00:00
"2017-08-28 12:00:00",0.1,9.2,287.5,2017-08-28 12:00:00
"2017-08-28 12:53:00",1,8.65,270.3125,2017-08-28 12:00:00
"2017-08-28 12:53:00",2,8.63,269.6875,2017-08-28 12:00:00
"2017-08-28 12:53:00",3,8.45,264.0625,2017-08-28 12:00:00
"2017-08-28 12:53:00",4,4.45,139.0625,2017-08-28 12:00:00
"2017-08-28 12:53:00",5,0.66,20.625,2017-08-28 12:00:00
"2017-08-28 12:53:00",6,6.02,188.125,2017-08-28 12:00:00
"2017-08-28 12:53:00",8,6.06,189.375,2017-08-28 12:00:00
"2017-08-28 12:53:00",9,6.09,190.3125,2017-08-28 12:00:00
"2017-08-28 12:53:00",9.2,6.09,190.3125,2017-08-28 12:00:00
"2017-09-03 12:00:00",4,0.4833,15.103125,2017-09-03 12:00:00
"2017-09-03 12:00:00",5,0.0736,2.3,2017-09-03 12:00:00
"2017-09-03 12:00:00",6,0.0736,2.3,2017-09-03 12:00:00
"2017-09-03 12:00:00",7,0.0736,2.3,2017-09-03 12:00:00
"2017-09-03 12:00:00",8,0.0736,2.3,2017-09-03 12:00:00
"2017-09-03 12:00:00",9,0.0736,2.3,2017-09-03 12:00:00
"2017-09-03 12:00:00",9.2,0.0736,2.3,2017-09-03 12:00:00
"2017-09-04 10:05:00",0.1,8.11,253.4375,2017-09-04 10:00:00
"2017-09-04 10:05:00",1,8.25,257.8125,2017-09-04 10:00:00
"2017-09-04 10:05:00",2,8.36,261.25,2017-09-04 10:00:00
"2017-09-04 10:05:00",3,7.79,243.4375,2017-09-04 10:00:00
"2017-09-04 10:05:00",4,6.35,198.4375,2017-09-04 10:00:00
"2017-09-04 10:05:00",5,0.78,24.375,2017-09-04 10:00:00
"2017-09-04 10:05:00",6,5.66,176.875,2017-09-04 10:00:00
"2017-09-04 10:05:00",8,5.86,183.125,2017-09-04 10:00:00
"2017-09-04 10:05:00",9,5.91,184.6875,2017-09-04 10:00:00
"2017-09-04 10:05:00",9.2,5.91,184.6875,2017-09-04 10:00:00
"2017-09-11 12:00:00",0.1,9.21,287.8125,2017-09-11 12:00:00
"2017-09-11 12:00:00",1,8.35,260.9375,2017-09-11 12:00:00
"2017-09-11 12:00:00",2,8.35,260.9375,2017-09-11 12:00:00
"2017-09-11 12:00:00",3,8.36,261.25,2017-09-11 12:00:00
"2017-09-11 12:00:00",4,8.4,262.5,2017-09-11 12:00:00
"2017-09-11 12:00:00",5,0.53,16.5625,2017-09-11 12:00:00
"2017-09-11 12:00:00",6,6.57,205.3125,2017-09-11 12:00:00
"2017-09-11 12:00:00",8,6.9,215.625,2017-09-11 12:00:00
"2017-09-11 12:00:00",9,6.9,215.625,2017-09-11 12:00:00
"2017-09-11 12:00:00",9.2,6.9,215.625,2017-09-11 12:00:00
"2017-09-18 12:00:00",0.1,8.69,271.5625,2017-09-18 12:00:00
"2017-09-18 12:48:00",1,8.76,273.75,2017-09-18 12:00:00
"2017-09-18 12:48:00",2,8.97,280.3125,2017-09-18 12:00:00
"2017-09-18 12:48:00",3,7.91,247.1875,2017-09-18 12:00:00
"2017-09-18 12:48:00",4,6.58,205.625,2017-09-18 12:00:00
"2017-09-18 12:48:00",5,0.82,25.625,2017-09-18 12:00:00
"2017-09-18 12:48:00",6,6.74,210.625,2017-09-18 12:00:00
"2017-09-18 12:48:00",8,7.2,225,2017-09-18 12:00:00
"2017-09-18 12:48:00",9,7.24,226.25,2017-09-18 12:00:00
"2017-09-18 12:48:00",9.2,7.24,226.25,2017-09-18 12:00:00
"2017-09-25 12:00:00",0.1,8.2,256.25,2017-09-25 12:00:00
"2017-09-25 12:35:00",1,8.49,265.3125,2017-09-25 12:00:00
"2017-09-25 12:35:00",2,8.63,269.6875,2017-09-25 12:00:00
"2017-09-25 12:35:00",3,9.5,296.875,2017-09-25 12:00:00
"2017-09-25 12:35:00",4,8.15,254.6875,2017-09-25 12:00:00
"2017-09-25 12:35:00",5,0.81,25.3125,2017-09-25 12:00:00
"2017-09-25 12:35:00",6,7.27,227.1875,2017-09-25 12:00:00
"2017-09-25 12:35:00",8,7.25,226.5625,2017-09-25 12:00:00
"2017-09-25 12:35:00",9,7.24,226.25,2017-09-25 12:00:00
"2017-09-25 12:35:00",9.2,7.24,226.25,2017-09-25 12:00:00
"2017-10-02 12:00:00",0.1,9.67,302.1875,2017-10-02 12:00:00
"2017-10-02 12:07:00",1,9.37,292.8125,2017-10-02 12:00:00
"2017-10-02 12:07:00",2,9.26,289.375,2017-10-02 12:00:00
"2017-10-02 12:07:00",3,9.19,287.1875,2017-10-02 12:00:00
"2017-10-02 12:07:00",4,9.06,283.125,2017-10-02 12:00:00
"2017-10-02 12:07:00",5,0.87,27.1875,2017-10-02 12:00:00
"2017-10-02 12:07:00",6,6.27,195.9375,2017-10-02 12:00:00
"2017-10-02 12:07:00",8,7.15,223.4375,2017-10-02 12:00:00
"2017-10-02 12:07:00",9,7.22,225.625,2017-10-02 12:00:00
"2017-10-02 12:07:00",9.2,7.22,225.625,2017-10-02 12:00:00
"2017-10-09 12:00:00",0.1,7.92,247.5,2017-10-09 12:00:00
"2017-10-09 12:51:00",1,9.37,292.8125,2017-10-09 12:00:00
"2017-10-09 12:51:00",2,9.54,298.125,2017-10-09 12:00:00
"2017-10-09 12:51:00",3,9.41,294.0625,2017-10-09 12:00:00
"2017-10-09 12:51:00",4,9.31,290.9375,2017-10-09 12:00:00
"2017-10-09 12:51:00",5,0.95,29.6875,2017-10-09 12:00:00
"2017-10-09 12:51:00",6,6.76,211.25,2017-10-09 12:00:00
"2017-10-09 12:51:00",8,7.14,223.125,2017-10-09 12:00:00
"2017-10-09 12:51:00",9,7.12,222.5,2017-10-09 12:00:00
"2017-10-09 12:51:00",9.2,7.12,222.5,2017-10-09 12:00:00
"2017-10-16 12:00:00",0.1,9.2,287.5,2017-10-16 12:00:00
"2017-10-16 13:18:00",1,9.09,284.0625,2017-10-16 13:00:00
"2017-10-16 13:18:00",2,9,281.25,2017-10-16 13:00:00
"2017-10-16 13:18:00",3,9.01,281.5625,2017-10-16 13:00:00
"2017-10-16 13:18:00",4,9.5,296.875,2017-10-16 13:00:00
"2017-10-16 13:18:00",5,1.29,40.3125,2017-10-16 13:00:00
"2017-10-16 13:18:00",6,7.04,220,2017-10-16 13:00:00
"2017-10-16 13:18:00",8,7.24,226.25,2017-10-16 13:00:00
"2017-10-16 13:18:00",9,7.21,225.3125,2017-10-16 13:00:00
"2017-10-16 13:18:00",9.2,7.21,225.3125,2017-10-16 13:00:00
"2017-10-23 12:00:00",0.1,9.04,282.5,2017-10-23 12:00:00
"2017-10-23 12:00:00",1,9.22,288.125,2017-10-23 12:00:00
"2017-10-23 12:50:00",2,8.59,268.4375,2017-10-23 12:00:00
"2017-10-23 12:50:00",3,8.32,260,2017-10-23 12:00:00
"2017-10-23 12:50:00",4,7.47,233.4375,2017-10-23 12:00:00
"2017-10-23 12:50:00",5,6.52,203.75,2017-10-23 12:00:00
"2017-10-23 12:50:00",6,7.21,225.3125,2017-10-23 12:00:00
"2017-10-23 12:00:00",8,9.24,288.75,2017-10-23 12:00:00
"2017-10-23 12:00:00",9,9.25,289.0625,2017-10-23 12:00:00
"2017-10-23 12:00:00",9.2,9.24,288.75,2017-10-23 12:00:00
"2017-10-30 12:00:00",0.1,10.38,324.375,2017-10-30 12:00:00
"2017-10-30 12:58:00",1,8.98,280.625,2017-10-30 12:00:00
"2017-10-30 12:58:00",2,8.9,278.125,2017-10-30 12:00:00
"2017-10-30 12:58:00",3,8.7,271.875,2017-10-30 12:00:00
"2017-10-30 12:58:00",4,8.39,262.1875,2017-10-30 12:00:00
"2017-10-30 12:58:00",5,8.5,265.625,2017-10-30 12:00:00
"2017-10-30 12:58:00",6,8.55,267.1875,2017-10-30 12:00:00
"2017-10-30 12:58:00",8,8.49,265.3125,2017-10-30 12:00:00
"2017-10-30 12:58:00",9,8.46,264.375,2017-10-30 12:00:00
"2017-10-30 12:58:00",9.2,8.46,264.375,2017-10-30 12:00:00
"2017-11-06 12:00:00",0.1,9.15,285.9375,2017-11-06 12:00:00
"2017-11-06 12:33:00",1,9.2,287.5,2017-11-06 12:00:00
"2017-11-06 12:33:00",2,9.1,284.375,2017-11-06 12:00:00
"2017-11-06 12:33:00",3,8.94,279.375,2017-11-06 12:00:00
"2017-11-06 12:33:00",4,9,281.25,2017-11-06 12:00:00
"2017-11-06 12:33:00",5,9.19,287.1875,2017-11-06 12:00:00
"2017-11-06 12:33:00",6,9.23,288.4375,2017-11-06 12:00:00
"2017-11-06 12:33:00",8,9.19,287.1875,2017-11-06 12:00:00
"2017-11-06 12:33:00",9,9.15,285.9375,2017-11-06 12:00:00
"2017-11-06 12:33:00",9.2,9.15,285.9375,2017-11-06 12:00:00
"2017-12-10 12:00:00",0.1,10.3504,323.45,2017-12-10 12:00:00
"2017-12-10 12:00:00",1,10.3177,322.428125,2017-12-10 12:00:00
"2017-12-10 12:00:00",2,10.2775,321.171875,2017-12-10 12:00:00
"2017-12-10 12:00:00",3,10.2927,321.646875,2017-12-10 12:00:00
"2017-12-10 12:00:00",4,10.2518,320.36875,2017-12-10 12:00:00
"2017-12-10 12:00:00",5,10.202,318.8125,2017-12-10 12:00:00
"2017-12-10 12:00:00",6,10.2752,321.1,2017-12-10 12:00:00
"2017-12-10 12:00:00",7,10.1918,318.49375,2017-12-10 12:00:00
"2017-12-10 12:00:00",8,10.2097,319.053125,2017-12-10 12:00:00
"2017-12-10 12:00:00",9,10.1582,317.44375,2017-12-10 12:00:00
"2017-12-10 12:00:00",9.2,10.1699,317.809375,2017-12-10 12:00:00
"2017-12-11 12:00:00",0.1,12.74,398.125,2017-12-11 12:00:00
"2017-12-11 13:33:00",1,11.37,355.3125,2017-12-11 13:00:00
"2017-12-11 13:33:00",2,11.35,354.6875,2017-12-11 13:00:00
"2017-12-11 13:33:00",3,11.3,353.125,2017-12-11 13:00:00
"2017-12-11 13:33:00",4,11.21,350.3125,2017-12-11 13:00:00
"2017-12-11 13:33:00",5,11.2,350,2017-12-11 13:00:00
"2017-12-11 13:33:00",6,11.18,349.375,2017-12-11 13:00:00
"2017-12-11 13:33:00",8,11.05,345.3125,2017-12-11 13:00:00
"2017-12-11 13:33:00",9,11.09,346.5625,2017-12-11 13:00:00
"2017-12-11 13:33:00",9.2,11.09,346.5625,2017-12-11 13:00:00
"2018-01-15 12:30:00",0.1,13.31,415.9375,2018-01-15 12:00:00
"2018-01-15 12:30:00",1,13.13,410.3125,2018-01-15 12:00:00
"2018-01-15 12:30:00",2,13.01,406.5625,2018-01-15 12:00:00
"2018-01-15 12:30:00",3,13,406.25,2018-01-15 12:00:00
"2018-01-15 12:30:00",4,12.98,405.625,2018-01-15 12:00:00
"2018-01-15 12:30:00",5,12.79,399.6875,2018-01-15 12:00:00
"2018-01-15 12:30:00",6,12.7,396.875,2018-01-15 12:00:00
"2018-01-15 12:30:00",8,12.42,388.125,2018-01-15 12:00:00
"2018-01-15 12:30:00",9,12.25,382.8125,2018-01-15 12:00:00
"2018-01-15 12:30:00",9.2,12.25,382.8125,2018-01-15 12:00:00
"2018-02-19 10:30:00",0.1,13.3,415.625,2018-02-19 10:00:00
"2018-02-19 10:30:00",1,13.25,414.0625,2018-02-19 10:00:00
"2018-02-19 10:30:00",2,13.22,413.125,2018-02-19 10:00:00
"2018-02-19 10:30:00",3,13.18,411.875,2018-02-19 10:00:00
"2018-02-19 10:30:00",5,12.95,404.6875,2018-02-19 10:00:00
"2018-02-19 10:30:00",6,12.67,395.9375,2018-02-19 10:00:00
"2018-02-19 10:30:00",9,12.39,387.1875,2018-02-19 10:00:00
"2018-02-19 10:30:00",9.2,12.39,387.1875,2018-02-19 10:00:00
"2018-03-19 10:30:00",0.1,12.01,375.3125,2018-03-19 10:00:00
"2018-03-19 10:30:00",2,12.29,384.0625,2018-03-19 10:00:00
"2018-03-19 10:30:00",4,12.03,375.9375,2018-03-19 10:00:00
"2018-03-19 10:30:00",5,11.96,373.75,2018-03-19 10:00:00
"2018-03-19 10:30:00",6,11.91,372.1875,2018-03-19 10:00:00
"2018-03-19 10:30:00",8,11.91,372.1875,2018-03-19 10:00:00
"2018-03-19 10:30:00",9,11.81,369.0625,2018-03-19 10:00:00
"2018-03-19 10:30:00",9.2,11.81,369.0625,2018-03-19 10:00:00
"2018-04-04 10:45:00",0.1,11.7,365.625,2018-04-04 10:00:00
"2018-04-04 10:45:00",1,11.79,368.4375,2018-04-04 10:00:00
"2018-04-04 10:45:00",2,11.71,365.9375,2018-04-04 10:00:00
"2018-04-04 10:45:00",3,12.12,378.75,2018-04-04 10:00:00
"2018-04-04 10:45:00",4,11.68,365,2018-04-04 10:00:00
"2018-04-04 10:45:00",5,11.52,360,2018-04-04 10:00:00
"2018-04-04 10:45:00",6,11.13,347.8125,2018-04-04 10:00:00
"2018-04-04 10:45:00",8,10.69,334.0625,2018-04-04 10:00:00
"2018-04-04 10:45:00",9,10.15,317.1875,2018-04-04 10:00:00
"2018-04-04 10:45:00",9.2,10.15,317.1875,2018-04-04 10:00:00
"2018-04-10 11:15:00",0.1,11.18,349.375,2018-04-10 11:00:00
"2018-04-10 11:15:00",1,11.13,347.8125,2018-04-10 11:00:00
"2018-04-10 11:15:00",2,11.1,346.875,2018-04-10 11:00:00
"2018-04-10 11:15:00",3,11.1,346.875,2018-04-10 11:00:00
"2018-04-10 11:15:00",4,11.08,346.25,2018-04-10 11:00:00
"2018-04-10 11:15:00",5,10.33,322.8125,2018-04-10 11:00:00
"2018-04-10 11:15:00",6,10.03,313.4375,2018-04-10 11:00:00
"2018-04-10 11:15:00",8,9.73,304.0625,2018-04-10 11:00:00
"2018-04-10 11:15:00",9,9.48,296.25,2018-04-10 11:00:00
"2018-04-10 11:15:00",9.2,9.48,296.25,2018-04-10 11:00:00
"2018-04-20 19:53:23",0.1,9.6452,301.4125,2018-04-20 19:00:00
"2018-04-20 19:53:23",1,8.532,266.625,2018-04-20 19:00:00
"2018-04-20 19:53:23",2,9.7509,304.715625,2018-04-20 19:00:00
"2018-04-20 19:53:23",3,9.8322,307.25625,2018-04-20 19:00:00
"2018-04-20 19:53:23",4,9.2562,289.25625,2018-04-20 19:00:00
"2018-04-20 19:53:23",5,8.2633,258.228125,2018-04-20 19:00:00
"2018-04-20 19:53:23",6,8.0957,252.990625,2018-04-20 19:00:00
"2018-04-20 19:53:23",7,7.5654,236.41875,2018-04-20 19:00:00
"2018-04-20 19:53:23",8,7.2568,226.775,2018-04-20 19:00:00
"2018-04-20 19:53:23",9,7.0956,221.7375,2018-04-20 19:00:00
"2018-04-20 19:53:23",9.2,6.9308,216.5875,2018-04-20 19:00:00
"2018-04-23 14:48:55",0.1,9.4781,296.190625,2018-04-23 14:00:00
"2018-04-23 14:48:55",1,8.7239,272.621875,2018-04-23 14:00:00
"2018-04-23 16:38:42",2,10.0229,313.215625,2018-04-23 16:00:00
"2018-04-23 16:38:42",3,10.0736,314.8,2018-04-23 16:00:00
"2018-04-23 14:48:55",4,8.9046,278.26875,2018-04-23 14:00:00
"2018-04-23 16:38:42",5,8.5941,268.565625,2018-04-23 16:00:00
"2018-04-23 14:48:55",6,8.1053,253.290625,2018-04-23 14:00:00
"2018-04-23 16:38:42",7,8.0782,252.44375,2018-04-23 16:00:00
"2018-04-23 16:38:42",8,7.4259,232.059375,2018-04-23 16:00:00
"2018-04-23 14:48:55",9,7.3096,228.425,2018-04-23 14:00:00
"2018-04-23 16:38:42",9.2,7.1034,221.98125,2018-04-23 16:00:00
"2018-04-23 17:01:58",0.1,9.8005,306.265625,2018-04-23 17:00:00
"2018-04-23 18:07:14",1,9.9029,309.465625,2018-04-23 18:00:00
"2018-04-23 17:01:58",2,10.1287,316.521875,2018-04-23 17:00:00
"2018-04-23 17:01:58",3,10.1544,317.325,2018-04-23 17:00:00
"2018-04-23 17:01:58",4,9.6342,301.06875,2018-04-23 17:00:00
"2018-04-23 17:01:58",5,8.7534,273.54375,2018-04-23 17:00:00
"2018-04-23 17:01:58",6,8.6978,271.80625,2018-04-23 17:00:00
"2018-04-23 17:01:58",7,7.3487,229.646875,2018-04-23 17:00:00
"2018-04-23 17:01:58",8,7.2911,227.846875,2018-04-23 17:00:00
"2018-04-23 17:01:58",9,7.124,222.625,2018-04-23 17:00:00
"2018-04-23 17:01:58",9.2,6.9541,217.315625,2018-04-23 17:00:00
"2018-04-30 14:39:40",0.1,9.212,287.875,2018-04-30 14:00:00
"2018-04-30 14:39:40",1,9.2139,287.934375,2018-04-30 14:00:00
"2018-04-30 14:39:40",2,9.2474,288.98125,2018-04-30 14:00:00
"2018-04-30 14:39:40",3,9.2836,290.1125,2018-04-30 14:00:00
"2018-04-30 14:39:40",4,8.4687,264.646875,2018-04-30 14:00:00
"2018-04-30 14:39:40",5,8.7068,272.0875,2018-04-30 14:00:00
"2018-04-30 14:39:40",6,8.875,277.34375,2018-04-30 14:00:00
"2018-04-30 14:39:40",7,8.8656,277.05,2018-04-30 14:00:00
"2018-04-30 14:39:40",8,8.8504,276.575,2018-04-30 14:00:00
"2018-04-30 14:39:40",9,8.8446,276.39375,2018-04-30 14:00:00
"2018-04-30 14:39:40",9.2,8.8674,277.10625,2018-04-30 14:00:00
"2018-04-30 21:04:05",0.1,7.64,238.75,2018-04-30 21:00:00
"2018-04-30 21:04:05",1,9.5061,297.065625,2018-04-30 21:00:00
"2018-04-30 21:04:05",2,9.4913,296.603125,2018-04-30 21:00:00
"2018-04-30 21:04:05",3,8.7989,274.965625,2018-04-30 21:00:00
"2018-04-30 21:04:05",4,8.5929,268.528125,2018-04-30 21:00:00
"2018-04-30 21:04:05",5,8.9722,280.38125,2018-04-30 21:00:00
"2018-04-30 21:04:05",6,8.9634,280.10625,2018-04-30 21:00:00
"2018-04-30 21:04:05",7,8.9707,280.334375,2018-04-30 21:00:00
"2018-04-30 21:04:05",8,8.9542,279.81875,2018-04-30 21:00:00
"2018-04-30 21:04:05",9,8.9237,278.865625,2018-04-30 21:00:00
"2018-04-30 21:04:05",9.2,8.9207,278.771875,2018-04-30 21:00:00
"2018-05-04 17:50:57",0.1,8.8077,275.240625,2018-05-04 17:00:00
"2018-05-04 17:50:57",1,9.2704,289.7,2018-05-04 17:00:00
"2018-05-04 17:50:57",2,9.1958,287.36875,2018-05-04 17:00:00
"2018-05-04 17:50:57",3,9.1169,284.903125,2018-05-04 17:00:00
"2018-05-04 17:50:57",4,7.6618,239.43125,2018-05-04 17:00:00
"2018-05-04 17:50:57",5,8.8473,276.478125,2018-05-04 17:00:00
"2018-05-04 17:50:57",6,9.1517,285.990625,2018-05-04 17:00:00
"2018-05-04 17:50:57",7,9.2192,288.1,2018-05-04 17:00:00
"2018-05-04 17:50:57",8,9.2413,288.790625,2018-05-04 17:00:00
"2018-05-04 17:50:57",9,9.2199,288.121875,2018-05-04 17:00:00
"2018-05-04 17:50:57",9.2,9.1775,286.796875,2018-05-04 17:00:00
"2018-05-07 16:09:52",0.1,7.6652,239.5375,2018-05-07 16:00:00
"2018-05-07 16:09:52",1,8.3702,261.56875,2018-05-07 16:00:00
"2018-05-07 16:09:52",2,9.7294,304.04375,2018-05-07 16:00:00
"2018-05-07 16:09:52",3,8.8233,275.728125,2018-05-07 16:00:00
"2018-05-07 16:09:52",4,7.1453,223.290625,2018-05-07 16:00:00
"2018-05-07 16:09:52",5,9.0025,281.328125,2018-05-07 16:00:00
"2018-05-07 16:09:52",6,9.0444,282.6375,2018-05-07 16:00:00
"2018-05-07 16:09:52",7,9.0359,282.371875,2018-05-07 16:00:00
"2018-05-07 16:09:52",8,9.0465,282.703125,2018-05-07 16:00:00
