"DateTime","depth","oxy","OXY_mmol","DateTime_H"
"2017-02-27 09:50:00",9.2,10.12,316.25,2017-02-27 09:00:00
"2017-03-12 12:00:00",0.1,8.55532,267.35375,2017-03-12 12:00:00
"2017-03-12 12:00:00",1,8.56008,267.5025,2017-03-12 12:00:00
"2017-03-12 12:00:00",2,8.2711,258.471875,2017-03-12 12:00:00
"2017-03-12 12:00:00",3,7.64777,238.9928125,2017-03-12 12:00:00
"2017-03-12 12:00:00",4,8.12213,253.8165625,2017-03-12 12:00:00
"2017-03-12 12:00:00",5,7.53669,235.5215625,2017-03-12 12:00:00
"2017-03-12 12:00:00",6,7.1976,224.925,2017-03-12 12:00:00
"2017-03-12 12:00:00",7,8.08964,252.80125,2017-03-12 12:00:00
"2017-03-12 12:00:00",8,9.12571,285.1784375,2017-03-12 12:00:00
"2017-03-12 12:00:00",9,7.92883,247.7759375,2017-03-12 12:00:00
"2017-03-12 12:00:00",9.2,7.79625,243.6328125,2017-03-12 12:00:00
"2017-03-13 11:00:00",0.1,10.88,340,2017-03-13 11:00:00
"2017-03-13 11:00:00",2,10.66,333.125,2017-03-13 11:00:00
"2017-03-13 11:00:00",4,10.52,328.75,2017-03-13 11:00:00
"2017-03-13 11:00:00",5,10.49,327.8125,2017-03-13 11:00:00
"2017-03-13 11:00:00",6,10.35,323.4375,2017-03-13 11:00:00
"2017-03-13 11:00:00",8,10,312.5,2017-03-13 11:00:00
"2017-03-13 11:00:00",9,9.8,306.25,2017-03-13 11:00:00
"2017-03-13 11:00:00",9.2,9.8,306.25,2017-03-13 11:00:00
"2017-03-26 12:00:00",0.1,10.2358,319.86875,2017-03-26 12:00:00
"2017-03-26 12:00:00",1,8.72042,272.513125,2017-03-26 12:00:00
"2017-03-26 12:00:00",2,7.83258,244.768125,2017-03-26 12:00:00
"2017-03-26 12:00:00",3,8.25325,257.9140625,2017-03-26 12:00:00
"2017-03-26 12:00:00",4,8.4917,265.365625,2017-03-26 12:00:00
"2017-03-26 12:00:00",5,9.1142,284.81875,2017-03-26 12:00:00
"2017-03-26 12:00:00",6,8.8159,275.496875,2017-03-26 12:00:00
"2017-03-26 12:00:00",7,9.47862,296.206875,2017-03-26 12:00:00
"2017-03-26 12:00:00",8,9.7038,303.24375,2017-03-26 12:00:00
"2017-03-26 12:00:00",9,9.51023,297.1946875,2017-03-26 12:00:00
"2017-03-26 12:00:00",9.2,9.44206,295.064375,2017-03-26 12:00:00
"2017-03-27 11:00:00",0.1,10,312.5,2017-03-27 11:00:00
"2017-03-27 12:00:00",1,11.4,356.25,2017-03-27 12:00:00
"2017-03-27 12:00:00",2,11.52,360,2017-03-27 12:00:00
"2017-03-27 12:00:00",3,11.7,365.625,2017-03-27 12:00:00
"2017-03-27 12:00:00",4,11.6,362.5,2017-03-27 12:00:00
"2017-03-27 12:00:00",5,11.09,346.5625,2017-03-27 12:00:00
"2017-03-27 12:00:00",6,10.87,339.6875,2017-03-27 12:00:00
"2017-03-27 12:00:00",8,10.5,328.125,2017-03-27 12:00:00
"2017-03-27 12:00:00",9,10.36,323.75,2017-03-27 12:00:00
"2017-03-27 12:00:00",9.2,10.36,323.75,2017-03-27 12:00:00
"2017-04-09 12:00:00",0.1,9.16652,286.45375,2017-04-09 12:00:00
"2017-04-09 12:00:00",1,7.6703,239.696875,2017-04-09 12:00:00
"2017-04-09 12:00:00",2,7.32342,228.856875,2017-04-09 12:00:00
"2017-04-09 12:00:00",3,7.53628,235.50875,2017-04-09 12:00:00
"2017-04-09 12:00:00",4,8.13713,254.2853125,2017-04-09 12:00:00
"2017-04-09 12:00:00",5,7.87423,246.0696875,2017-04-09 12:00:00
"2017-04-09 12:00:00",6,8.41791,263.0596875,2017-04-09 12:00:00
"2017-04-09 12:00:00",7,8.49285,265.4015625,2017-04-09 12:00:00
"2017-04-09 12:00:00",8,9.17264,286.645,2017-04-09 12:00:00
"2017-04-09 12:00:00",9,8.17229,255.3840625,2017-04-09 12:00:00
"2017-04-09 12:00:00",9.2,8.05216,251.63,2017-04-09 12:00:00
"2017-04-10 11:45:00",0.1,9.725,303.90625,2017-04-10 11:00:00
"2017-04-10 11:45:00",1,9.91,309.6875,2017-04-10 11:00:00
"2017-04-10 11:45:00",2,9.99,312.1875,2017-04-10 11:00:00
"2017-04-10 11:45:00",3,10,312.5,2017-04-10 11:00:00
"2017-04-10 11:45:00",4,9.72,303.75,2017-04-10 11:00:00
"2017-04-10 11:45:00",5,9.54,298.125,2017-04-10 11:00:00
"2017-04-10 11:45:00",6,9.19,287.1875,2017-04-10 11:00:00
"2017-04-10 11:45:00",8,8.97,280.3125,2017-04-10 11:00:00
"2017-04-10 11:45:00",9,8.35,260.9375,2017-04-10 11:00:00
"2017-04-10 11:45:00",9.2,8.35,260.9375,2017-04-10 11:00:00
"2017-04-16 12:00:00",0.1,8.56829,267.7590625,2017-04-16 12:00:00
"2017-04-16 12:00:00",1,9.4472,295.225,2017-04-16 12:00:00
"2017-04-16 12:00:00",2,10.36586,323.933125,2017-04-16 12:00:00
"2017-04-16 12:00:00",3,9.9496,310.925,2017-04-16 12:00:00
"2017-04-16 12:00:00",4,9.53379,297.9309375,2017-04-16 12:00:00
"2017-04-16 12:00:00",5,8.44687,263.9646875,2017-04-16 12:00:00
"2017-04-16 12:00:00",6,8.05571,251.7409375,2017-04-16 12:00:00
"2017-04-16 12:00:00",7,7.04482,220.150625,2017-04-16 12:00:00
"2017-04-16 12:00:00",8,7.15181,223.4940625,2017-04-16 12:00:00
"2017-04-16 12:00:00",9,6.7986,212.45625,2017-04-16 12:00:00
"2017-04-16 12:00:00",9.2,6.75398,211.061875,2017-04-16 12:00:00
"2017-04-17 10:04:00",0.1,9.25,289.0625,2017-04-17 10:00:00
"2017-04-17 10:04:00",2,10.03,313.4375,2017-04-17 10:00:00
"2017-04-17 10:04:00",4,10.06,314.375,2017-04-17 10:00:00
"2017-04-17 10:04:00",5,9.58,299.375,2017-04-17 10:00:00
"2017-04-17 10:04:00",6,8.45,264.0625,2017-04-17 10:00:00
"2017-04-17 10:04:00",8,7.7,240.625,2017-04-17 10:00:00
"2017-04-17 10:04:00",9,7.7,240.625,2017-04-17 10:00:00
"2017-04-17 10:04:00",9.2,7.7,240.625,2017-04-17 10:00:00
"2017-04-23 12:00:00",0.1,8.40258,262.580625,2017-04-23 12:00:00
"2017-04-23 12:00:00",1,8.22743,257.1071875,2017-04-23 12:00:00
"2017-04-23 12:00:00",2,10.2677,320.865625,2017-04-23 12:00:00
"2017-04-23 12:00:00",3,10.06322,314.475625,2017-04-23 12:00:00
"2017-04-23 12:00:00",4,8.96459,280.1434375,2017-04-23 12:00:00
"2017-04-23 12:00:00",5,9.00308,281.34625,2017-04-23 12:00:00
"2017-04-23 12:00:00",6,8.97656,280.5175,2017-04-23 12:00:00
"2017-04-23 12:00:00",7,9.25277,289.1490625,2017-04-23 12:00:00
"2017-04-23 12:00:00",8,9.2542,289.19375,2017-04-23 12:00:00
"2017-04-23 12:00:00",9,9.25825,289.3203125,2017-04-23 12:00:00
"2017-04-23 12:00:00",9.2,9.25875,289.3359375,2017-04-23 12:00:00
"2017-04-30 12:00:00",0.1,8.84129,276.2903125,2017-04-30 12:00:00
"2017-04-30 12:00:00",1,9.25408,289.19,2017-04-30 12:00:00
"2017-04-30 12:00:00",2,9.32606,291.439375,2017-04-30 12:00:00
"2017-04-30 12:00:00",3,8.20065,256.2703125,2017-04-30 12:00:00
"2017-04-30 12:00:00",4,7.70308,240.72125,2017-04-30 12:00:00
"2017-04-30 12:00:00",5,9.49282,296.650625,2017-04-30 12:00:00
"2017-04-30 12:00:00",6,9.49555,296.7359375,2017-04-30 12:00:00
"2017-04-30 12:00:00",7,9.4965,296.765625,2017-04-30 12:00:00
"2017-04-30 12:00:00",8,9.51816,297.4425,2017-04-30 12:00:00
"2017-04-30 12:00:00",9,9.45618,295.505625,2017-04-30 12:00:00
"2017-04-30 12:00:00",9.2,9.46294,295.716875,2017-04-30 12:00:00
"2017-05-01 12:00:00",0.1,8.27,258.4375,2017-05-01 12:00:00
"2017-05-01 12:00:00",2,9.6,300,2017-05-01 12:00:00
"2017-05-01 12:00:00",4,8.67,270.9375,2017-05-01 12:00:00
"2017-05-01 12:00:00",5,9.66,301.875,2017-05-01 12:00:00
"2017-05-01 12:00:00",6,9.95,310.9375,2017-05-01 12:00:00
"2017-05-01 12:00:00",8,9.95,310.9375,2017-05-01 12:00:00
"2017-05-01 12:00:00",9,9.95,310.9375,2017-05-01 12:00:00
"2017-05-01 12:00:00",9.2,9.95,310.9375,2017-05-01 12:00:00
"2017-05-04 12:00:00",0.1,8.49427,265.4459375,2017-05-04 12:00:00
"2017-05-04 12:00:00",1,8.94173,279.4290625,2017-05-04 12:00:00
"2017-05-04 12:00:00",2,9.33881,291.8378125,2017-05-04 12:00:00
"2017-05-04 12:00:00",3,8.33542,260.481875,2017-05-04 12:00:00
"2017-05-04 12:00:00",4,7.9712,249.1,2017-05-04 12:00:00
"2017-05-04 12:00:00",5,9.61485,300.4640625,2017-05-04 12:00:00
"2017-05-04 12:00:00",6,9.64749,301.4840625,2017-05-04 12:00:00
"2017-05-04 12:00:00",7,9.66482,302.025625,2017-05-04 12:00:00
"2017-05-04 12:00:00",8,9.66636,302.07375,2017-05-04 12:00:00
"2017-05-04 12:00:00",9,9.6825,302.578125,2017-05-04 12:00:00
"2017-05-04 12:00:00",9.2,9.69342,302.919375,2017-05-04 12:00:00
"2017-05-07 12:00:00",0.1,8.5753,267.978125,2017-05-07 12:00:00
"2017-05-07 12:00:00",1,8.56136,267.5425,2017-05-07 12:00:00
"2017-05-07 12:00:00",2,8.40857,262.7678125,2017-05-07 12:00:00
"2017-05-07 12:00:00",3,7.64041,238.7628125,2017-05-07 12:00:00
"2017-05-07 12:00:00",4,9.3928,293.525,2017-05-07 12:00:00
"2017-05-07 12:00:00",5,9.48842,296.513125,2017-05-07 12:00:00
"2017-05-07 12:00:00",6,9.52839,297.7621875,2017-05-07 12:00:00
"2017-05-07 12:00:00",7,9.56723,298.9759375,2017-05-07 12:00:00
"2017-05-07 12:00:00",8,9.53774,298.054375,2017-05-07 12:00:00
"2017-05-07 12:00:00",9,9.54834,298.385625,2017-05-07 12:00:00
"2017-05-07 12:00:00",9.2,9.54945,298.4203125,2017-05-07 12:00:00
"2017-05-08 09:39:00",0.1,8.83,275.9375,2017-05-08 09:00:00
"2017-05-08 09:39:00",1,8.57,267.8125,2017-05-08 09:00:00
"2017-05-08 09:39:00",2,8.54,266.875,2017-05-08 09:00:00
"2017-05-08 09:39:00",3,7.93,247.8125,2017-05-08 09:00:00
"2017-05-08 09:39:00",4,7.65,239.0625,2017-05-08 09:00:00
"2017-05-08 09:39:00",5,9.11,284.6875,2017-05-08 09:00:00
"2017-05-08 09:39:00",6,9.25,289.0625,2017-05-08 09:00:00
"2017-05-08 09:39:00",8,9.34,291.875,2017-05-08 09:00:00
"2017-05-08 09:39:00",9,9.38,293.125,2017-05-08 09:00:00
"2017-05-08 09:39:00",9.2,9.38,293.125,2017-05-08 09:00:00
"2017-05-09 12:00:00",0.1,8.96897,280.2803125,2017-05-09 12:00:00
"2017-05-09 12:00:00",1,8.5752,267.975,2017-05-09 12:00:00
"2017-05-09 12:00:00",2,7.76461,242.6440625,2017-05-09 12:00:00
"2017-05-09 12:00:00",3,7.25904,226.845,2017-05-09 12:00:00
"2017-05-09 12:00:00",4,9.00878,281.524375,2017-05-09 12:00:00
"2017-05-09 12:00:00",5,9.53766,298.051875,2017-05-09 12:00:00
"2017-05-09 12:00:00",6,9.53506,297.970625,2017-05-09 12:00:00
"2017-05-09 12:00:00",7,9.5131,297.284375,2017-05-09 12:00:00
"2017-05-09 12:00:00",8,9.49495,296.7171875,2017-05-09 12:00:00
"2017-05-09 12:00:00",9,9.47913,296.2228125,2017-05-09 12:00:00
"2017-05-09 12:00:00",9.2,9.4656,295.8,2017-05-09 12:00:00
"2017-05-14 12:00:00",0.1,8.93054,279.079375,2017-05-14 12:00:00
"2017-05-14 12:00:00",1,8.94341,279.4815625,2017-05-14 12:00:00
"2017-05-14 12:00:00",2,8.35195,260.9984375,2017-05-14 12:00:00
"2017-05-14 12:00:00",3,6.86928,214.665,2017-05-14 12:00:00
"2017-05-14 12:00:00",4,7.80117,243.7865625,2017-05-14 12:00:00
"2017-05-14 12:00:00",5,9.31998,291.249375,2017-05-14 12:00:00
"2017-05-14 12:00:00",6,9.33556,291.73625,2017-05-14 12:00:00
"2017-05-14 12:00:00",7,9.36601,292.6878125,2017-05-14 12:00:00
"2017-05-14 12:00:00",8,9.36895,292.7796875,2017-05-14 12:00:00
"2017-05-14 12:00:00",9,9.35651,292.3909375,2017-05-14 12:00:00
"2017-05-14 12:00:00",9.2,9.35891,292.4659375,2017-05-14 12:00:00
"2017-05-15 11:07:00",0.1,8.735,272.96875,2017-05-15 11:00:00
"2017-05-15 11:07:00",1,8.88,277.5,2017-05-15 11:00:00
"2017-05-15 11:07:00",2,8.85,276.5625,2017-05-15 11:00:00
"2017-05-15 11:07:00",3,8.3,259.375,2017-05-15 11:00:00
"2017-05-15 11:07:00",4,7.19,224.6875,2017-05-15 11:00:00
"2017-05-15 11:07:00",5,9.11,284.6875,2017-05-15 11:00:00
"2017-05-15 11:07:00",6,9.31,290.9375,2017-05-15 11:00:00
"2017-05-15 11:07:00",8,9.29,290.3125,2017-05-15 11:00:00
"2017-05-15 11:07:00",9,9.31,290.9375,2017-05-15 11:00:00
"2017-05-15 11:07:00",9.2,9.31,290.9375,2017-05-15 11:00:00
"2017-05-18 12:01:00",0.1,8.63,269.6875,2017-05-18 12:00:00
"2017-05-18 12:01:00",1,8.53,266.5625,2017-05-18 12:00:00
"2017-05-18 12:01:00",2,9.74,304.375,2017-05-18 12:00:00
"2017-05-18 12:01:00",3,8.65,270.3125,2017-05-18 12:00:00
"2017-05-18 12:01:00",4,7.32,228.75,2017-05-18 12:00:00
"2017-05-18 12:01:00",5,8.73,272.8125,2017-05-18 12:00:00
"2017-05-18 12:01:00",6,9.4,293.75,2017-05-18 12:00:00
"2017-05-18 12:01:00",8,9.51,297.1875,2017-05-18 12:00:00
"2017-05-18 12:01:00",9,9.52,297.5,2017-05-18 12:00:00
"2017-05-18 12:01:00",9.2,9.53,297.8125,2017-05-18 12:00:00
"2017-05-22 09:35:00",0.1,8.82,275.625,2017-05-22 09:00:00
"2017-05-22 09:35:00",1,9.04,282.5,2017-05-22 09:00:00
"2017-05-22 09:35:00",2,9.99,312.1875,2017-05-22 09:00:00
"2017-05-22 09:35:00",3,9.96,311.25,2017-05-22 09:00:00
"2017-05-22 09:35:00",4,7.86,245.625,2017-05-22 09:00:00
"2017-05-22 09:35:00",5,9.86,308.125,2017-05-22 09:00:00
"2017-05-22 09:35:00",6,10.33,322.8125,2017-05-22 09:00:00
"2017-05-22 09:35:00",8,10.38,324.375,2017-05-22 09:00:00
"2017-05-22 09:35:00",9,10.33,322.8125,2017-05-22 09:00:00
"2017-05-22 09:35:00",9.2,10.33,322.8125,2017-05-22 09:00:00
"2017-05-25 12:00:00",0.1,8.8,275,2017-05-25 12:00:00
"2017-05-25 12:00:00",1,8.79,274.6875,2017-05-25 12:00:00
"2017-05-25 12:00:00",2,9.3,290.625,2017-05-25 12:00:00
"2017-05-25 12:00:00",3,9.19,287.1875,2017-05-25 12:00:00
"2017-05-25 12:00:00",4,9.87,308.4375,2017-05-25 12:00:00
"2017-05-25 12:00:00",5,8.73,272.8125,2017-05-25 12:00:00
"2017-05-25 12:00:00",6,9.67,302.1875,2017-05-25 12:00:00
"2017-05-25 12:00:00",8,9.75,304.6875,2017-05-25 12:00:00
"2017-05-25 12:00:00",9,9.72,303.75,2017-05-25 12:00:00
"2017-05-25 12:00:00",9.2,9.72,303.75,2017-05-25 12:00:00
"2017-05-29 10:00:00",0.1,8.67,270.9375,2017-05-29 10:00:00
"2017-05-29 10:00:00",1,8.74,273.125,2017-05-29 10:00:00
"2017-05-29 10:00:00",2,9.68,302.5,2017-05-29 10:00:00
"2017-05-29 10:00:00",3,8.82,275.625,2017-05-29 10:00:00
"2017-05-29 10:00:00",4,6.72,210,2017-05-29 10:00:00
"2017-05-29 10:00:00",5,8.93,279.0625,2017-05-29 10:00:00
"2017-05-29 10:00:00",6,9.3,290.625,2017-05-29 10:00:00
"2017-05-29 10:00:00",8,9.55,298.4375,2017-05-29 10:00:00
"2017-05-29 10:00:00",9,9.5,296.875,2017-05-29 10:00:00
"2017-05-29 10:00:00",9.2,9.5,296.875,2017-05-29 10:00:00
"2017-05-30 14:10:00",0.1,9.03,282.1875,2017-05-30 14:00:00
"2017-05-30 14:10:00",1,8.75,273.4375,2017-05-30 14:00:00
"2017-05-30 14:10:00",2,8.68,271.25,2017-05-30 14:00:00
"2017-05-30 14:10:00",3,8.68,271.25,2017-05-30 14:00:00
"2017-05-30 14:10:00",4,8.61,269.0625,2017-05-30 14:00:00
"2017-05-30 14:10:00",5,8.52,266.25,2017-05-30 14:00:00
"2017-05-30 16:08:00",6,8.16,255,2017-05-30 16:00:00
"2017-05-30 16:08:00",7,9.43,294.6875,2017-05-30 16:00:00
"2017-05-30 14:10:00",8,9.38,293.125,2017-05-30 14:00:00
"2017-05-30 14:10:00",9,9.48,296.25,2017-05-30 14:00:00
"2017-05-30 14:10:00",9.2,9.48,296.25,2017-05-30 14:00:00
"2017-06-01 11:45:00",0.1,8.8,275,2017-06-01 11:00:00
"2017-06-01 11:45:00",1,9.52,297.5,2017-06-01 11:00:00
"2017-06-01 11:45:00",2,9.59,299.6875,2017-06-01 11:00:00
"2017-06-01 11:45:00",3,9.38,293.125,2017-06-01 11:00:00
"2017-06-01 11:45:00",4,8.52,266.25,2017-06-01 11:00:00
"2017-06-01 11:45:00",5,8.21,256.5625,2017-06-01 11:00:00
"2017-06-01 11:45:00",6,6.84,213.75,2017-06-01 11:00:00
"2017-06-01 11:45:00",7,9.67,302.1875,2017-06-01 11:00:00
"2017-06-01 11:45:00",8,10.03,313.4375,2017-06-01 11:00:00
"2017-06-01 11:45:00",9,10.05,314.0625,2017-06-01 11:00:00
"2017-06-01 11:45:00",9.2,10.05,314.0625,2017-06-01 11:00:00
"2017-06-05 11:00:00",0.1,8.28,258.75,2017-06-05 11:00:00
"2017-06-05 11:00:00",1,8.43,263.4375,2017-06-05 11:00:00
"2017-06-05 11:00:00",2,8.41,262.8125,2017-06-05 11:00:00
"2017-06-05 11:00:00",3,9.52,297.5,2017-06-05 11:00:00
"2017-06-05 11:00:00",4,8.2,256.25,2017-06-05 11:00:00
"2017-06-05 11:00:00",5,7.22,225.625,2017-06-05 11:00:00
"2017-06-05 11:00:00",6,6.32,197.5,2017-06-05 11:00:00
"2017-06-05 11:00:00",8,9.96,311.25,2017-06-05 11:00:00
"2017-06-05 11:00:00",9,10.16,317.5,2017-06-05 11:00:00
"2017-06-05 11:00:00",9.2,10.16,317.5,2017-06-05 11:00:00
"2017-06-08 09:34:00",0.1,8.9,278.125,2017-06-08 09:00:00
"2017-06-08 09:34:00",1,8.97,280.3125,2017-06-08 09:00:00
"2017-06-08 09:34:00",2,8.91,278.4375,2017-06-08 09:00:00
"2017-06-08 09:34:00",3,10,312.5,2017-06-08 09:00:00
"2017-06-08 09:34:00",4,8.61,269.0625,2017-06-08 09:00:00
"2017-06-08 09:34:00",5,6.23,194.6875,2017-06-08 09:00:00
"2017-06-08 09:34:00",6,10,312.5,2017-06-08 09:00:00
"2017-06-08 09:34:00",8,10.4,325,2017-06-08 09:00:00
"2017-06-08 09:34:00",9,10.5,328.125,2017-06-08 09:00:00
"2017-06-08 09:34:00",9.2,10.5,328.125,2017-06-08 09:00:00
"2017-06-12 10:45:00",0.1,8.76,273.75,2017-06-12 10:00:00
"2017-06-12 10:45:00",1,8.75,273.4375,2017-06-12 10:00:00
"2017-06-12 10:45:00",2,9.58,299.375,2017-06-12 10:00:00
"2017-06-12 10:45:00",3,10.81,337.8125,2017-06-12 10:00:00
"2017-06-12 10:45:00",4,8.98,280.625,2017-06-12 10:00:00
"2017-06-12 10:45:00",5,5.66,176.875,2017-06-12 10:00:00
"2017-06-12 10:45:00",6,10.2,318.75,2017-06-12 10:00:00
"2017-06-12 10:45:00",8,10.54,329.375,2017-06-12 10:00:00
"2017-06-12 10:45:00",9,10.63,332.1875,2017-06-12 10:00:00
"2017-06-12 10:45:00",9.2,10.63,332.1875,2017-06-12 10:00:00
"2017-06-19 11:10:00",0.1,8.69,271.5625,2017-06-19 11:00:00
"2017-06-19 11:10:00",1,9.52,297.5,2017-06-19 11:00:00
"2017-06-19 11:10:00",2,10.28,321.25,2017-06-19 11:00:00
"2017-06-19 11:10:00",3,10,312.5,2017-06-19 11:00:00
"2017-06-19 11:10:00",4,8.06,251.875,2017-06-19 11:00:00
"2017-06-19 11:10:00",5,4.1,128.125,2017-06-19 11:00:00
"2017-06-19 11:10:00",6,8.95,279.6875,2017-06-19 11:00:00
"2017-06-19 11:10:00",8,9.51,297.1875,2017-06-19 11:00:00
"2017-06-19 11:10:00",9,9.58,299.375,2017-06-19 11:00:00
"2017-06-19 11:10:00",9.2,9.58,299.375,2017-06-19 11:00:00
"2017-06-26 10:00:00",0.1,9.49,296.5625,2017-06-26 10:00:00
"2017-06-26 10:00:00",1,9.52,297.5,2017-06-26 10:00:00
"2017-06-26 10:00:00",2,9.37,292.8125,2017-06-26 10:00:00
"2017-06-26 10:00:00",3,12.36,386.25,2017-06-26 10:00:00
"2017-06-26 10:00:00",4,8.18,255.625,2017-06-26 10:00:00
"2017-06-26 10:00:00",5,3.31,103.4375,2017-06-26 10:00:00
"2017-06-26 10:00:00",6,9.44,295,2017-06-26 10:00:00
"2017-06-26 10:00:00",8,9.75,304.6875,2017-06-26 10:00:00
"2017-06-26 10:00:00",9,9.67,302.1875,2017-06-26 10:00:00
"2017-06-26 10:00:00",9.2,9.67,302.1875,2017-06-26 10:00:00
"2017-06-28 12:00:00",0.1,8.261,258.15625,2017-06-28 12:00:00
"2017-06-28 12:00:00",1,9.1155,284.859375,2017-06-28 12:00:00
"2017-06-28 12:00:00",2,10.1929,318.528125,2017-06-28 12:00:00
"2017-06-28 12:00:00",3,9.0656,283.3,2017-06-28 12:00:00
"2017-06-28 12:00:00",4,4.6871,146.471875,2017-06-28 12:00:00
"2017-06-28 12:00:00",5,7.1211,222.534375,2017-06-28 12:00:00
"2017-06-28 12:00:00",6,9.2178,288.05625,2017-06-28 12:00:00
"2017-06-28 12:00:00",7,9.1577,286.178125,2017-06-28 12:00:00
"2017-06-28 12:00:00",8,9.1982,287.44375,2017-06-28 12:00:00
"2017-06-28 12:00:00",9,9.1248,285.15,2017-06-28 12:00:00
"2017-06-28 12:00:00",9.2,9.1174,284.91875,2017-06-28 12:00:00
"2017-07-04 12:00:00",0.1,8.8447,276.396875,2017-07-04 12:00:00
"2017-07-04 12:00:00",1,8.9157,278.615625,2017-07-04 12:00:00
"2017-07-04 12:00:00",2,12.6907,396.584375,2017-07-04 12:00:00
"2017-07-04 12:00:00",3,8.5871,268.346875,2017-07-04 12:00:00
"2017-07-04 12:00:00",4,3.1812,99.4125,2017-07-04 12:00:00
"2017-07-04 12:00:00",5,7.6359,238.621875,2017-07-04 12:00:00
"2017-07-04 12:00:00",6,9.1268,285.2125,2017-07-04 12:00:00
"2017-07-04 12:00:00",7,9.1176,284.925,2017-07-04 12:00:00
"2017-07-04 12:00:00",8,9.1499,285.934375,2017-07-04 12:00:00
"2017-07-04 12:00:00",9,9.0756,283.6125,2017-07-04 12:00:00
"2017-07-04 12:00:00",9.2,9.0883,284.009375,2017-07-04 12:00:00
"2017-07-05 12:00:00",0.1,8.82,275.625,2017-07-05 12:00:00
"2017-07-05 12:00:00",1,9.16,286.25,2017-07-05 12:00:00
"2017-07-05 12:00:00",2,9.51,297.1875,2017-07-05 12:00:00
"2017-07-05 12:00:00",3,12.64,395,2017-07-05 12:00:00
"2017-07-05 12:00:00",4,7.61,237.8125,2017-07-05 12:00:00
"2017-07-05 12:00:00",5,3.41,106.5625,2017-07-05 12:00:00
"2017-07-05 12:00:00",6,8.93,279.0625,2017-07-05 12:00:00
"2017-07-05 12:00:00",8,9.32,291.25,2017-07-05 12:00:00
"2017-07-05 12:00:00",9,9.23,288.4375,2017-07-05 12:00:00
"2017-07-05 12:00:00",9.2,9.23,288.4375,2017-07-05 12:00:00
"2017-07-09 12:00:00",0.1,8.5755,267.984375,2017-07-09 12:00:00
"2017-07-09 12:00:00",1,9.4566,295.51875,2017-07-09 12:00:00
"2017-07-09 12:00:00",2,12.6915,396.609375,2017-07-09 12:00:00
"2017-07-09 12:00:00",3,8.4133,262.915625,2017-07-09 12:00:00
"2017-07-09 12:00:00",4,2.4973,78.040625,2017-07-09 12:00:00
"2017-07-09 12:00:00",5,8.6382,269.94375,2017-07-09 12:00:00
"2017-07-09 12:00:00",6,8.7591,273.721875,2017-07-09 12:00:00
"2017-07-09 12:00:00",7,8.8433,276.353125,2017-07-09 12:00:00
"2017-07-09 12:00:00",8,8.7558,273.61875,2017-07-09 12:00:00
"2017-07-09 12:00:00",9,8.8057,275.178125,2017-07-09 12:00:00
"2017-07-09 12:00:00",9.2,8.805,275.15625,2017-07-09 12:00:00
"2017-07-10 12:00:00",0.1,9.682,302.5625,2017-07-10 12:00:00
"2017-07-10 12:00:00",1,10.0069,312.715625,2017-07-10 12:00:00
"2017-07-10 12:00:00",2,9.4531,295.409375,2017-07-10 12:00:00
"2017-07-10 12:00:00",3,8.8742,277.31875,2017-07-10 12:00:00
