"x"
0.254219
0.110684
0.090329
0.097786
0.110248
0.112061
0.106283
0.15826
0.122056
0.152658
0.133117
0.145208
0.134079
0.139451
0.133874
0.151967
0.166633
0.139334
0.119675
0.111674
0.131101
0.158249
0.192063
0.191674
0.187332
0.169751
0.279656
0.217037
0.254973
0.170046
0.161805
0.237676
0.149685
0.234117
0.214326
0.199958
0.104052
0.044418
0.052832
0.074123
0.102511
0.113359
0.110464
0.11955
0.126598
0.143812
0.140682
0.154516
0.138408
0.161351
0.179043
0.179067
0.174256
0.134764
0.18733
0.204916
0.189192
0.211699
0.40961
0.318356
0.281185
0.769352
2.205957
0.247475
0.052199
0.069149
0.082876
0.116481
0.110425
0.123491
0.143115
0.148236
0.12295
0.133788
0.137857
0.143103
0.147604
0.154629
0.168304
0.157091
0.141349
0.134167
0.176134
0.151311
0.171689
0.141903
0.169298
0.168709
0.191232
0.165394
0.1881
0.13773
0.156766
0.144921
0.15514
0.191185
0.156302
0.1785
0.19165
0.276174
0.213805
0.201979
0.301814
0.246984
0.316812
0.503023
0.323875
0.208066
0.23442
0.165357
0.130875
