"x"
362.567033
363.329316
365.638214
347.642577
346.122306
331.129395
329.465733
318.201639
316.572222
305.629676
294.813209
293.408871
288.183821
282.643725
280.876214
278.70515
269.275616
267.220033
261.211149
253.729989
246.982868
238.416011
236.077313
231.968239
223.153186
215.318039
206.604519
191.432678
178.344322
175.061876
165.124986
162.337725
153.488845
151.380077
148.917487
146.118351
143.23278
129.65209
115.042933
97.986053
76.739874
52.767905
26.99208
3.860577
0.635146
16.71936
38.913418
258.742782
245.516036
225.671896
265.119633
239.852908
221.010729
270.568324
315.411452
307.967562
375.578793
377.018469
397.641915
388.076994
362.956747
350.10941
327.460075
322.891676
322.735901
311.137632
310.726278
304.815844
299.973414
293.188924
287.684296
287.405095
283.372233
274.475291
273.816317
259.39294
254.844001
252.548259
242.76655
235.25164
226.250626
218.850052
209.288009
208.831988
201.609038
192.265576
184.99015
176.184705
169.977009
162.371717
150.250439
143.340199
129.271426
118.024155
102.738499
91.67242
76.939959
69.853135
67.834825
59.706648
57.927142
53.267492
44.242703
30.030967
22.403694
3.613261
3.716382
0
0.073957
0
0
0.154447
0.170851
0
41.289182
39.702519
120.75907
84.283925
71.911394
273.644131
273.505738
285.162054
287.674743
287.397317
312.497309
313.003718
333.213469
344.494265
350.386293
350.479221
379.67269
384.098767
384.416906
396.013317
393.771816
375.439474
356.731223
291.637701
277.322045
261.257923
245.838554
227.329208
219.537025
218.887752
207.850853
207.505451
198.884471
198.409622
188.255323
179.985283
170.00472
161.825707
151.070031
145.722616
133.069188
132.83832
117.594227
111.536889
102.318231
83.34877
73.629368
58.808041
58.180033
47.404588
29.872135
20.206138
18.085776
0
0
0
0
0
0
11.736021
49.502617
28.082085
25.151008
248.004141
279.896664
286.455698
283.000323
279.040362
297.183685
319.765481
370.086798
383.038524
