"x"
7.096621
6.809844
6.847753
7.337473
7.389747
7.949318
7.955468
8.208031
8.233387
8.478047
8.781172
8.765288
8.873494
8.962952
8.987233
9.03523
9.110843
9.152638
9.315151
9.397727
9.450431
9.63008
9.6896
9.769386
10.039403
10.179092
10.362132
10.663803
10.902984
10.988667
11.150111
11.170512
11.292844
11.320536
11.35248
11.386614
11.418884
11.56829
11.926043
12.349651
12.716723
13.058211
13.410522
13.691755
13.699933
14.045883
14.102157
14.423178
14.655165
14.813946
15.038718
15.205479
15.275025
15.457712
12.01019
12.106057
5.360496
4.800804
4.166903
5.712631
5.104336
6.108762
6.474889
7.348764
7.436887
7.436341
7.870526
7.882756
8.038517
8.091744
8.19432
8.307366
8.325046
8.421669
8.539851
8.575658
8.864473
8.905986
8.956174
9.202158
9.403215
9.590791
9.718498
9.946928
9.96874
10.104883
10.295043
10.388295
10.597485
10.728258
10.910244
11.19594
11.313962
11.477917
11.666843
11.840708
12.039253
12.19995
12.436191
12.445747
12.582447
12.649899
12.781942
12.994155
13.269676
13.41853
13.787998
13.800659
14.002817
14.135763
14.147756
14.212027
14.570404
14.583346
14.718905
14.794032
14.799987
15.008169
15.110697
15.141433
16.040131
16.032364
14.894964
14.188789
13.353349
11.314631
11.417431
11.914946
9.519066
7.891125
7.938855
5.328739
4.809085
4.936705
