time,AirTemp,ShortWave,LongWave,RelHum,WindSpeed,Rain,Snow,AirPres
2016-12-20 00:00:00,-1.14,0,263.24,59.86,1.54,0,0,1032.916667
2016-12-20 01:00:00,-1.58,0,250.87,62.97,1.66,0,0,1032.333333
2016-12-20 02:00:00,-2.85,0,232.31,72.05,0.44,0,0,1032.133333
2016-12-20 03:00:00,-4.12,0,212.93,79.9,0.63,0,0,1032
2016-12-20 04:00:00,-5.08,0,206.06,82.32,1.06,0,0,1031.4
2016-12-20 05:00:00,-5.63,0,203.98,83.84,1,0,0,1031.35
2016-12-20 06:00:00,-6.2,0,201.95,85.75,1.17,0,0,1031.966667
2016-12-20 07:00:00,-6.74,NA,200.54,87.57,1.17,0,0,1031.866667
2016-12-20 08:00:00,-6.67,28.95,199.55,86.86,1.21,0,0,1031.5
2016-12-20 09:00:00,-3.52,230.67,201.07,67.49,1.72,0,0,1031.816667
2016-12-20 10:00:00,-2.16,453.25,208.99,60.46,1.46,0,0,1031.133333
2016-12-20 11:00:00,-0.5,538.39,218.71,58.15,1.27,0,0,1029.466667
2016-12-20 12:00:00,1.53,558.95,225.27,54.97,1.3,0,0,1027.8
2016-12-20 13:00:00,3.19,514.06,226.01,50.84,1.45,0,0,1026.6
2016-12-20 14:00:00,4.38,415.4,225.43,47.52,1.46,0,0,1025.533333
2016-12-20 15:00:00,3.86,96.66,231.56,49.74,1.52,0,0,1024.616667
2016-12-20 16:00:00,1.92,14.34,231.91,61.6,0.65,0,0,1024.233333
2016-12-20 17:00:00,-0.78,0,227.55,80.38,1.64,0,0,1024
2016-12-20 18:00:00,-1.87,0,222.07,84.43,1.86,0,0,1024
2016-12-20 19:00:00,-2.53,0,217.95,86.9,1.88,0,0,1023.633333
2016-12-20 20:00:00,-3,0,218.49,87.87,2.27,0,0,1023
2016-12-20 21:00:00,-1.98,0,227.51,83.29,3.29,0,0,1023
2016-12-20 22:00:00,-0.08,0,240.91,72.46,2.26,0,0,1022.283333
2016-12-20 23:00:00,2.51,0,253.38,51.6,3.41,0,0,1022
2016-12-21 00:00:00,2.48,0,241.78,49.69,3.33,0,0,1021.416667
2016-12-21 01:00:00,2.71,0,239.67,46.54,3.39,0,0,1021
2016-12-21 02:00:00,2.71,0,239.67,45.34,3.36,0,0,1021
2016-12-21 03:00:00,2.66,0,238,43.06,3.74,0,0,1021
2016-12-21 04:00:00,0.39,0,238.47,57.6,3.74,0,0,1021
2016-12-21 05:00:00,2.72,0,228.77,35.03,5.84,0,0,1021
2016-12-21 06:00:00,3.76,0,233.64,26.13,6.85,0,0,1021.583333
2016-12-21 07:00:00,3.29,NA,239.38,28.84,5.73,0,0,1022
2016-12-21 08:00:00,2.94,30.11,238.89,31.18,3.29,0,0,1022.733333
2016-12-21 09:00:00,4.03,236.14,243.49,27.9,2.94,0,0,1023.133333
2016-12-21 10:00:00,4.88,412.89,249.23,28.03,3.98,0,0,1024
2016-12-21 11:00:00,6.58,523.96,250.32,26.58,2.39,0,0,1023.666667
2016-12-21 12:00:00,8.56,544.86,254.76,22.94,1.32,0,0,1022.5
2016-12-21 13:00:00,10.04,502.85,259.19,20.87,1.22,0,0,1021.366667
2016-12-21 14:00:00,11.2,393.01,259.75,19.41,1.01,0,0,1021.55
2016-12-21 15:00:00,10.35,128.82,273.45,23.59,0.84,0,0,1022
2016-12-21 16:00:00,8.04,37.95,282.43,37.2,1.19,0,0,1022
2016-12-21 17:00:00,3.83,NA,270.45,62.41,1.87,0,0,1021.933333
2016-12-21 18:00:00,2.09,0,261.9,68.71,2.33,0,0,1022
2016-12-21 19:00:00,1.49,0,260.71,70.99,2.25,0,0,1022
2016-12-21 20:00:00,1.23,0,277.71,70.01,2.39,0,0,1021.75
2016-12-21 21:00:00,2.65,0,322.29,62.65,1.83,0,0,1021
2016-12-21 22:00:00,3.74,0,329.84,61.63,1.45,0,0,1021
2016-12-21 23:00:00,4.62,0,330.64,61.61,1.4,0,0,1020.183333
2016-12-22 00:00:00,4.74,0,331.31,63.71,1.64,0,0,1019.266667
2016-12-22 01:00:00,4.32,0,309.86,65.94,1.64,0,0,1018.133333
2016-12-22 02:00:00,4.05,0,327.48,67.96,1.88,0,0,1018
2016-12-22 03:00:00,4.77,0,323.78,59.94,1.88,0,0,1017.916667
2016-12-22 04:00:00,4.31,0,288.25,61.97,1.92,0,0,1017
2016-12-22 05:00:00,6.98,0,314.13,36.32,3.44,0,0,1017
2016-12-22 06:00:00,8.89,0,263.48,35.11,3.31,0,0,1017
2016-12-22 07:00:00,7.82,NA,263.27,38.19,2.25,0,0,1017
2016-12-22 08:00:00,9.1,56.41,263.83,34.28,2.29,0,0,1017.883333
2016-12-22 09:00:00,9.43,172.63,267.98,34.08,2.76,0,0,1018
2016-12-22 10:00:00,10.88,392.12,268.83,33.56,2.75,0,0,1017.566667
2016-12-22 11:00:00,12.59,505.09,272.9,32.66,3.43,0.07315,0,1017
2016-12-22 12:00:00,12.85,540.13,274.07,30.93,2.81,0,0,1016.866667
2016-12-22 13:00:00,13.24,497.6,270.26,26.97,2.12,0,0,1016.983333
2016-12-22 14:00:00,12.96,402.8,268.03,26.28,2.83,0,0,1017.033333
2016-12-22 15:00:00,12,100.38,266,27.68,3.65,0,0,1018.066667
2016-12-22 16:00:00,10.08,14.85,261.31,34.77,3.2,0,0,1019.716667
2016-12-22 17:00:00,7.54,NA,253.95,44.01,3.72,0,0,1021.55
2016-12-22 18:00:00,5.58,0,246.53,50.24,2.45,0,0,1023.066667
2016-12-22 19:00:00,4.64,0,239.52,54.49,5.63,0,0,1024
2016-12-22 20:00:00,3.98,0,234.6,56.67,7.4,0,0,1024.416667
2016-12-22 21:00:00,3.47,0,230.64,57.46,7.86,0,0,1025
2016-12-22 22:00:00,2.79,0,227.46,60.68,6.83,0,0,1025.45
2016-12-22 23:00:00,2.21,0,224.76,63.04,4.82,0,0,1026
2016-12-23 00:00:00,1.72,0,223.16,63.71,3.26,0,0,1026.233333
2016-12-23 01:00:00,1.1,0,222.78,65.9,1.85,0,0,1026.95
2016-12-23 02:00:00,0.63,0,223.64,66.84,1.42,0,0,1027.383333
2016-12-23 03:00:00,0.01,0,233.14,72.18,4.11,0,0,1027.616667
2016-12-23 04:00:00,0.95,0,261.58,65.81,4.21,0,0,1027.733333
2016-12-23 05:00:00,1.15,0,265.2,62.78,3.22,0,0,1028
2016-12-23 06:00:00,1.42,0,275.26,60.93,2.86,0,0,1028.616667
2016-12-23 07:00:00,1.53,NA,286.24,60.81,1.89,0,0,1029.1
2016-12-23 08:00:00,1.7,52.93,282.12,60.72,1.43,0,0,1030
2016-12-23 09:00:00,2.69,159.01,290.08,54.73,1.37,0,0,1030.95
2016-12-23 10:00:00,4.88,348.13,265.66,46.77,1.06,0,0,1031
2016-12-23 11:00:00,5.08,271.27,307.35,48.46,1.38,0,0,1030.9
2016-12-23 12:00:00,6.05,280.77,308.31,44.44,1.79,0,0,1029.75
2016-12-23 13:00:00,6.96,327.61,302.11,39.77,2.41,0,0,1029.183333
2016-12-23 14:00:00,7.49,301.9,265.89,39.56,2.53,0,0,1028.483333
2016-12-23 15:00:00,7.29,111.77,298.73,41.15,1.7,0,0,1028.8
2016-12-23 16:00:00,6.9,32.97,290.38,44.46,2.07,0,0,1028.5
2016-12-23 17:00:00,6.51,NA,319.69,47.11,2,0,0,1028.866667
2016-12-23 18:00:00,6.36,0,319.54,48.91,2.37,0,0,1028.8
2016-12-23 19:00:00,6.3,0,322.59,49.61,2.25,0,0,1028.5
2016-12-23 20:00:00,6.02,0,318.86,49.64,2.06,0,0,1027.9
2016-12-23 21:00:00,5.82,0,320.26,51.17,2.64,0,0,1027.266667
2016-12-23 22:00:00,5.59,0,295.92,51.18,3.47,0,0,1026.766667
2016-12-23 23:00:00,4.84,0,305.8,54.64,1.93,0,0,1026
2016-12-24 00:00:00,5.39,0,332.51,52.29,2.18,0,0,1025.116667
2016-12-24 01:00:00,5.94,0,338.84,49.15,2.31,0,0,1024.966667
2016-12-24 02:00:00,6.16,0,339.61,50.16,1.64,0,0,1024.283333
2016-12-24 03:00:00,6.03,0,341.43,57.72,1.38,0,0,1023.966667
2016-12-24 04:00:00,3.88,0,337.86,88.23,1.04,0.03048,0,1023.583333
2016-12-24 05:00:00,3.12,0,334.43,93.47,1.47,0.07315,0,1022.916667
2016-12-24 06:00:00,3.1,0,332.94,95.25,0.88,0.03658,0,1022.1
2016-12-24 07:00:00,3.55,NA,332.35,97.92,0.59,0.05486,0,1022
2016-12-24 08:00:00,4.19,12.13,333.9,99.04,1.04,0.03658,0,1022.166667
2016-12-24 09:00:00,5.35,38.26,337.07,99.55,1.65,0.03048,0,1022.866667
2016-12-24 10:00:00,6.76,43.72,342.3,99.85,1.14,0.0061,0,1022.533333
2016-12-24 11:00:00,8.15,54.62,348.09,99.12,1.25,0,0,1021.966667
2016-12-24 12:00:00,10.15,49.23,354.45,92.38,1.65,0,0,1021.133333
2016-12-24 13:00:00,11.16,62.63,362.2,87.72,2.44,0,0,1021
2016-12-24 14:00:00,12.29,83.03,366.03,88.44,3.27,0,0,1021.233333
2016-12-24 15:00:00,12.78,48.92,369.29,88.01,2.95,0,0,1022
2016-12-24 16:00:00,13.45,34.35,366.04,86.08,3.46,0.0061,0,1022
2016-12-24 17:00:00,13.45,NA,361.61,85.87,3.58,0,0,1022
2016-12-24 18:00:00,13.14,0,358.67,86.03,3.09,0,0,1022.783333
2016-12-24 19:00:00,12.22,0,365.16,87.3,1.6,0,0,1023.483333
2016-12-24 20:00:00,12.02,0,365.26,86.79,1.69,0,0,1024.033333
2016-12-24 21:00:00,10.9,0,359.29,97.63,1.74,0,0,1024.9
2016-12-24 22:00:00,9.84,0,350.51,99.26,1.47,0,0,1025
2016-12-24 23:00:00,8.54,0,339.58,99.86,2.51,0,0,1025
2016-12-25 00:00:00,7.67,0,341.07,100,2.53,0,0,1025.566667
2016-12-25 01:00:00,7.15,0,334.93,99.99,2.63,0,0,1026
2016-12-25 02:00:00,6.94,0,337.18,99.99,2.75,0,0,1026
2016-12-25 03:00:00,7.3,0,344.71,99.97,2.27,0,0,1026.4
2016-12-25 04:00:00,7.78,0,348.23,99.92,1.75,0,0,1027
2016-12-25 05:00:00,8.22,0,349.64,99.95,1,0,0,1027.4
2016-12-25 06:00:00,8.08,0,351.08,94.88,1.71,0,0,1028.566667
2016-12-25 07:00:00,7.79,NA,349.93,90.9,1.41,0,0,1029
2016-12-25 08:00:00,7.51,23.53,348.43,90.16,2.2,0,0,1029.633333
2016-12-25 09:00:00,7.54,75.5,347.86,87.16,2.02,0,0,1030.416667
2016-12-25 10:00:00,7.82,115.49,349.05,84.44,1.65,0,0,1031
2016-12-25 11:00:00,7.86,150.53,350.43,83.77,2.33,0,0,1030.983333
2016-12-25 12:00:00,7.82,114.27,351.62,83.46,1.96,0,0,1030.016667
2016-12-25 13:00:00,7.96,118.24,352.32,84.21,1.88,0,0,1030
2016-12-25 14:00:00,8.12,90.07,354.25,83.41,1.79,0,0,1030
2016-12-25 15:00:00,7.79,32.35,353.89,88.05,1.56,0,0,1030
2016-12-25 16:00:00,7.42,24.22,349.57,95.28,0.56,0,0,1030
2016-12-25 17:00:00,7.43,NA,349.78,93.44,1.3,0,0,1030.3
2016-12-25 18:00:00,7.47,0,348.74,92.24,1.34,0,0,1031
2016-12-25 19:00:00,7.45,0,347.95,93.23,1.55,0,0,1031.566667
2016-12-25 20:00:00,7.59,0,347.52,92.12,1.6,0,0,1032
2016-12-25 21:00:00,7.67,0,348.09,91.94,1.51,0,0,1032.283333
2016-12-25 22:00:00,7.3,0,348.02,96.01,1.42,0,0,1032.9
2016-12-25 23:00:00,6.97,0,347.48,99,1.64,0,0,1033
2016-12-26 00:00:00,6.79,0,346.93,99.8,2.18,0,0,1033
2016-12-26 01:00:00,6.55,0,346.23,99.83,2.17,0,0,1033
2016-12-26 02:00:00,6.37,0,345.29,99.85,1.91,0.0061,0,1033
2016-12-26 03:00:00,6.15,0,344.41,99.84,1.74,0,0,1033
2016-12-26 04:00:00,5.93,0,343.44,99.8,1.1,0.0061,0,1033
2016-12-26 05:00:00,5.71,0,342.53,99.78,1.3,0,0,1033
2016-12-26 06:00:00,5.57,0,341.6,99.79,1.38,0,0,1033
2016-12-26 07:00:00,5.42,NA,340.9,99.79,1.3,0,0,1033.783333
2016-12-26 08:00:00,5.41,24.07,340.85,99.78,1.23,0,0,1034
2016-12-26 09:00:00,5.51,47.19,341.61,99.78,1.89,0,0,1034
2016-12-26 10:00:00,5.61,64.35,342.49,99.78,2.22,0,0,1034
2016-12-26 11:00:00,5.86,79.09,344.1,99.78,1.88,0,0,1033.033333
2016-12-26 12:00:00,5.99,57.66,344.79,99.77,0.95,0,0,1032.083333
2016-12-26 13:00:00,6.38,66.59,346.07,99.76,1.59,0,0,1030.766667
2016-12-26 14:00:00,7.07,56.62,348.59,99.74,2.03,0,0,1029.516667
2016-12-26 15:00:00,7.05,20.59,349.7,99.74,2.15,0,0,1029
2016-12-26 16:00:00,7.27,8.28,349.57,99.74,2.44,0,0,1029
2016-12-26 17:00:00,7.6,NA,350.08,99.79,2.22,0,0,1028.316667
2016-12-26 18:00:00,7.98,0,351.65,99.84,2.2,0,0,1028
2016-12-26 19:00:00,7.99,0,352.47,99.84,1.95,0,0,1027.266667
2016-12-26 20:00:00,7.96,0,352.35,99.83,2.02,0,0,1026.3
2016-12-26 21:00:00,8.09,0,351.26,99.87,1.34,0,0,1025.3
2016-12-26 22:00:00,9.05,0,353.87,99.96,1.82,0,0,1024.933333
2016-12-26 23:00:00,9.44,0,356.74,99.96,1.74,0,0,1023.933333
2016-12-27 00:00:00,9.14,0,354.52,99.91,1.31,0,0,1022.75
2016-12-27 01:00:00,7.84,0,351.61,99.85,0.84,0,0,1021.45
2016-12-27 02:00:00,6.83,0,346.08,99.74,1.87,0,0,1021
2016-12-27 03:00:00,7.12,0,345.37,99.67,1.99,0,0,1020.366667
2016-12-27 04:00:00,7.16,0,347.52,99.69,2.26,0.0061,0,1019.716667
2016-12-27 05:00:00,7,0,346.65,99.65,2.15,0,0,1018.75
2016-12-27 06:00:00,7.77,0,348.01,99.69,1.77,0,0,1017.816667
2016-12-27 07:00:00,9.53,NA,352.54,99.86,2.25,0,0,1017.9
2016-12-27 08:00:00,12.24,14.74,363.47,100,1.59,0,0,1017.733333
2016-12-27 09:00:00,13.01,50.45,374.47,90.54,2.29,0,0,1017.783333
2016-12-27 10:00:00,16.74,122.63,386.77,81.31,3.15,0,0,1018.033333
2016-12-27 11:00:00,17.17,154.38,390.6,78.74,2.62,0,0,1017.416667
2016-12-27 12:00:00,16.67,157.29,384.64,78.58,3.27,0,0,1016.483333
2016-12-27 13:00:00,16.75,329.59,358.83,70.82,3.18,0,0,1015.566667
2016-12-27 14:00:00,16.83,187,338.8,62.13,2.8,0,0,1015
2016-12-27 15:00:00,16.23,123.7,320.74,49.17,3.15,0,0,1015
2016-12-27 16:00:00,15.61,35.99,316.76,48.09,3.32,0,0,1015.066667
2016-12-27 17:00:00,14.48,NA,296.2,42.12,3.41,0,0,1015.883333
2016-12-27 18:00:00,13.16,0,289.63,47.37,3.19,0,0,1016
2016-12-27 19:00:00,12.31,0,277.78,52.87,4.38,0,0,1016.116667
2016-12-27 20:00:00,11.87,0,275.55,55.14,3.18,0,0,1016.9
2016-12-27 21:00:00,11.16,0,274.93,56.6,2.55,0,0,1016.95
2016-12-27 22:00:00,10.29,0,273.43,57.15,2.42,0,0,1017
2016-12-27 23:00:00,9.59,0,264.56,55.21,4.44,0,0,1017.05
2016-12-28 00:00:00,8.77,0,261.6,53.51,2.95,0,0,1017.516667
2016-12-28 01:00:00,7.56,0,255.66,53.15,2.55,0,0,1017.433333
2016-12-28 02:00:00,6.2,0,250.84,56.63,1.65,0,0,1018
2016-12-28 03:00:00,4.8,0,244.72,62.76,2.81,0,0,1018
2016-12-28 04:00:00,2.59,0,241.68,78.15,2.27,0,0,1018
2016-12-28 05:00:00,2.28,0,235.19,69.29,2.54,0,0,1018
2016-12-28 06:00:00,0.94,0,233.2,79.08,2.7,0,0,1018.6
2016-12-28 07:00:00,1.62,NA,229.75,67.77,2.03,0,0,1019.05
2016-12-28 08:00:00,2.75,32.85,229.29,56.6,3.19,0,0,1020
2016-12-28 09:00:00,3.82,155.46,237.22,47.72,2.88,0,0,1020.85
2016-12-28 10:00:00,4.8,272.2,252.03,41.03,1.88,0,0,1021.933333
2016-12-28 11:00:00,5.53,417.06,251.52,41,1.39,0,0,1021.366667
2016-12-28 12:00:00,6.49,553.94,250.68,38.22,1.86,0,0,1020.366667
2016-12-28 13:00:00,7.74,504.19,252.63,36.44,1.78,0,0,1020
2016-12-28 14:00:00,8.85,411.72,249.07,33.5,1.21,0,0,1019.1
2016-12-28 15:00:00,9.27,121.84,254.75,33.87,1.43,0,0,1018.933333
2016-12-28 16:00:00,6.28,17.32,255.69,53.78,1.12,0,0,1018.666667
2016-12-28 17:00:00,3.58,NA,250.1,75.22,2.07,0,0,1018.7
2016-12-28 18:00:00,2.2,0,246.32,80.83,2.33,0,0,1018.016667
2016-12-28 19:00:00,1.57,0,245.35,82.25,2.27,0,0,1018.183333
2016-12-28 20:00:00,0.88,0,246.03,81.37,2.3,0,0,1017.75
2016-12-28 21:00:00,0.71,0,247.53,82.42,2.28,0,0,1016.6
2016-12-28 22:00:00,1.2,0,252.1,83.6,1.72,0,0,1016.333333
2016-12-28 23:00:00,3.29,0,269.34,62.51,0.77,0,0,1015.633333
2016-12-29 00:00:00,4.98,0,314.71,55.36,1.24,0,0,1014.616667
2016-12-29 01:00:00,5.71,0,329.18,55.45,1.4,0.01829,0,1013.666667
2016-12-29 02:00:00,3.4,0,333.44,89.78,0.88,0.0061,0,1012.45
2016-12-29 03:00:00,3.83,0,329.51,82.03,1.2,0.03048,0,1011.283333
2016-12-29 04:00:00,3.15,0,328.23,85.76,1.72,0.04267,0,1010.116667
2016-12-29 05:00:00,2.81,0,326.87,95.03,0.47,0.03048,0,1009.766667
2016-12-29 06:00:00,2.78,0,327.33,96.89,0.72,0,0,1009
2016-12-29 07:00:00,2.6,NA,326.8,97.24,1.91,0.0061,0,1009
2016-12-29 08:00:00,5.37,47.27,323.01,91.92,3.62,0,0,1008.833333
2016-12-29 09:00:00,8.78,229.63,332.59,80.65,4.11,0,0,1009
2016-12-29 10:00:00,10.74,410.32,341.26,73.83,2.7,0,0,1008.45
2016-12-29 11:00:00,10.04,231.08,349.75,70.34,2.46,0,0,1007.45
2016-12-29 12:00:00,9.64,223.85,322.96,51.74,3.81,0,0,1007
2016-12-29 13:00:00,9.82,459.92,280.08,34.33,3.92,0,0,1006.983333
2016-12-29 14:00:00,9.5,220.17,285.14,29.16,4.21,0,0,1007.1
2016-12-29 15:00:00,8.53,168.39,275.32,32.91,4.66,0,0,1007.85
2016-12-29 16:00:00,6.41,20.63,249.32,40.34,3.23,0,0,1008.6
2016-12-29 17:00:00,6.04,NA,248.99,39.21,2.71,0,0,1009.116667
2016-12-29 18:00:00,5.35,0,254.16,42.85,3.34,0,0,1009.983333
2016-12-29 19:00:00,4.96,0,241.64,42.74,2.44,0,0,1010
2016-12-29 20:00:00,4.75,0,236.4,41.24,3.05,0,0,1010
2016-12-29 21:00:00,4.3,0,236.95,41.31,3.54,0,0,1010
2016-12-29 22:00:00,3.85,0,253.18,44.9,3.92,0,0,1010
2016-12-29 23:00:00,2.82,0,259.34,58.47,3.58,0,0,1010
2016-12-30 00:00:00,1.21,0,268.46,75.13,3.76,0,0,1010.1
2016-12-30 01:00:00,1.4,0,228.85,57.09,3.11,0,0,1010
2016-12-30 02:00:00,1.7,0,224.85,52.8,3.38,0,0,1009.983333
2016-12-30 03:00:00,0.72,0,260.4,67.06,3.16,0,0,1010
2016-12-30 04:00:00,-0.66,0,285.81,82.84,2.34,0,0,1010
2016-12-30 05:00:00,0.1,0,251.01,66.06,2.39,0,0,1010.016667
2016-12-30 06:00:00,0.09,0,233.86,62.85,2.81,0,0,1010.866667
2016-12-30 07:00:00,0.21,NA,223.32,55.47,2.76,0,0,1011
2016-12-30 08:00:00,0.31,43.2,233.21,52.99,3.93,0,0,1011.85
2016-12-30 09:00:00,1.06,229.08,234.14,44.72,3.93,0,0,1012.466667
2016-12-30 10:00:00,1.15,458.69,247.29,49.01,3.46,0,0,1013.133333
2016-12-30 11:00:00,1.97,593.55,265.58,45.11,3.84,0,0,1013.133333
2016-12-30 12:00:00,1.86,579.37,249.48,47.42,3.35,0,0,1013.1
2016-12-30 13:00:00,1.91,546.34,251.57,46.86,3.6,0,0,1013.816667
2016-12-30 14:00:00,1.28,226.63,269.35,48.4,3.5,0,0,1014.516667
2016-12-30 15:00:00,0.94,125.59,231.6,46.23,4.41,0,0,1015
2016-12-30 16:00:00,0.35,20.12,223.58,50.41,3.16,0,0,1015
2016-12-30 17:00:00,-0.03,NA,218.81,51.59,3.09,0,0,1015.45
2016-12-30 18:00:00,-0.18,0,221.65,52.37,2.45,0,0,1016.983333
2016-12-30 19:00:00,-0.06,0,217.51,50.44,4.25,0,0,1017.683333
2016-12-30 20:00:00,0.03,0,218.94,49.34,4.72,0,0,1018.066667
2016-12-30 21:00:00,0.07,0,221.53,49.69,2.74,0,0,1018.266667
2016-12-30 22:00:00,-1.34,0,225.68,60.08,1.12,0,0,1019
2016-12-30 23:00:00,-0.72,0,220.46,58.99,1.46,0,0,1019
2016-12-31 00:00:00,-2.13,0,223.69,72.83,0.83,0,0,1018.716667
2016-12-31 01:00:00,-2.97,0,222.91,78.66,0.98,0,0,1018.866667
2016-12-31 02:00:00,-3.34,0,220.13,81.23,2.06,0,0,1019
2016-12-31 03:00:00,-0.47,0,217.2,57.07,3.53,0,0,1019
2016-12-31 04:00:00,0.59,0,222.59,50.86,3.39,0,0,1018.9
2016-12-31 05:00:00,-0.41,0,226.99,58.5,1.09,0,0,1019
2016-12-31 06:00:00,-2.24,0,225.96,75.66,1.38,0,0,1019
2016-12-31 07:00:00,-2.82,NA,228.88,76.08,2.41,0,0,1019
2016-12-31 08:00:00,-2.66,26.84,224.93,76.57,1.13,0,0,1019
2016-12-31 09:00:00,0,226.54,241.61,57.91,1.44,0,0,1019
2016-12-31 10:00:00,2.19,292.76,265.42,45.61,2.93,0,0,1019
2016-12-31 11:00:00,2.64,267.47,279.46,46.57,3.26,0,0,1018.733333
2016-12-31 12:00:00,4.27,237.2,291.55,40.76,4.19,0,0,1017.666667
2016-12-31 13:00:00,4.9,134.51,305.94,37.88,4.05,0,0,1017
2016-12-31 14:00:00,5.03,80.83,316.32,37.62,3.6,0,0,1016.866667
2016-12-31 15:00:00,4.95,50.77,315.3,38.53,3.08,0,0,1016
2016-12-31 16:00:00,4.48,6.58,316.16,41.82,2.28,0,0,1016
2016-12-31 17:00:00,4.15,NA,317.53,44.42,1.83,0,0,1016
2016-12-31 18:00:00,3.83,0,315.86,48.8,1.42,0,0,1016
2016-12-31 19:00:00,3.76,0,321.36,50.08,1.56,0,0,1015.866667
2016-12-31 20:00:00,3.69,0,306.2,51.35,1.46,0,0,1015.283333
2016-12-31 21:00:00,3.26,0,304.51,54.5,0.86,0,0,1015.233333
2016-12-31 22:00:00,2.67,0,314.94,64.83,1.09,0,0,1015.933333
2016-12-31 23:00:00,2.44,0,306.18,66.29,1.67,0,0,1016
2017-01-01 00:00:00,2.52,0,315.47,65.06,1.62,0,0,1016
2017-01-01 01:00:00,3,0,319.6,65.51,1.29,0,0,1016
2017-01-01 02:00:00,3.37,0,328.73,66.43,1.98,0,0,1016.916667
2017-01-01 03:00:00,4.54,0,322.8,64.04,1.89,0,0,1017
2017-01-01 04:00:00,5.4,0,302.69,66.81,1.12,0,0,1017
2017-01-01 05:00:00,4.71,0,267.89,72.91,2.1,0,0,1017.416667
2017-01-01 06:00:00,5.01,0,264.37,81.4,3.41,0,0,1017.933333
2017-01-01 07:00:00,5.4,NA,267.73,84.35,4.03,0,0,1018.8
2017-01-01 08:00:00,5.99,56.74,273.05,82.47,2.47,0,0,1019.116667
2017-01-01 09:00:00,9.06,173.37,279.87,77.92,0.94,0,0,1020.066667
2017-01-01 10:00:00,10.33,314.43,292.39,76.68,1.15,0,0,1021
2017-01-01 11:00:00,10.52,302.31,307.57,73.26,1.62,0,0,1021
2017-01-01 12:00:00,12.74,425.39,297.05,72.01,2.39,0,0,1020.933333
2017-01-01 13:00:00,13.97,250.21,343.48,70.12,2.03,0,0,1020.733333
2017-01-01 14:00:00,13.37,157.79,353.5,69.01,1.58,0,0,1020.766667
2017-01-01 15:00:00,13.55,91.29,351.04,68.59,1.77,0,0,1021.15
2017-01-01 16:00:00,13.42,26.02,351.84,65.94,1.98,0,0,1021.583333
2017-01-01 17:00:00,12.71,NA,356.37,67.56,1.44,0,0,1022.333333
2017-01-01 18:00:00,12.5,0,358.39,67.38,1.19,0,0,1023
2017-01-01 19:00:00,12.11,0,358.44,73.79,1.53,0,0,1023
2017-01-01 20:00:00,10.91,0,355.03,90.39,1.73,0,0,1023.7
2017-01-01 21:00:00,10.93,0,353.25,98.77,1.6,0,0,1024
2017-01-01 22:00:00,10.96,0,352.47,100,1.85,0.0061,0,1024
2017-01-01 23:00:00,10.79,0,352.63,100,1.81,0.0061,0,1024
2017-01-02 00:00:00,10.55,0,352.21,100,1.39,0,0,1024
2017-01-02 01:00:00,10.62,0,351.8,100,0.83,0,0,1023.65
2017-01-02 02:00:00,9.86,0,350.51,100,0.95,0.0061,0,1023.883333
2017-01-02 03:00:00,9.89,0,349.23,100,1.14,0,0,1023.983333
2017-01-02 04:00:00,8.8,0,348.33,99.98,1.66,0.0061,0,1023.116667
2017-01-02 05:00:00,7.71,0,347.98,99.98,1.34,0.0061,0,1023
2017-01-02 06:00:00,8.47,0,348.12,99.99,0.87,0,0,1023.4
2017-01-02 07:00:00,8.24,NA,346.81,100,0.85,0.0061,0,1024
2017-01-02 08:00:00,7.69,9.59,345.77,100,1.19,0.01219,0,1024
2017-01-02 09:00:00,6.81,20.91,344.42,100,1.02,0.01219,0,1024.316667
2017-01-02 10:00:00,7.17,47.61,345.47,100,1.12,0,0,1024
2017-01-02 11:00:00,7.07,40.01,346.39,100,1.61,0,0,1023.75
2017-01-02 12:00:00,7.16,80.29,347.03,100,1.69,0,0,1023
2017-01-02 13:00:00,7.38,69.81,348.08,100,2.01,0,0,1022.383333
2017-01-02 14:00:00,7.55,78.52,348.94,99.9,2.15,0,0,1021.9
2017-01-02 15:00:00,7.86,64.5,349.7,99.15,2.49,0.0061,0,1021.566667
2017-01-02 16:00:00,8.98,22.77,350.83,97.67,1.08,0,0,1021
2017-01-02 17:00:00,9.09,0,350.95,99.92,0.91,0,0,1021.216667
2017-01-02 18:00:00,8.8,0,350.05,100,1.01,0,0,1021.35
2017-01-02 19:00:00,8.5,0,349.13,100,1.11,0,0,1021.35
2017-01-02 20:00:00,7.91,0,347.85,100,1.39,0.0061,0,1020.683333
2017-01-02 21:00:00,7.49,0,346.33,100,1.15,0.0061,0,1020
2017-01-02 22:00:00,7.23,0,345.32,100,1.31,0.0061,0,1020
2017-01-02 23:00:00,6.74,0,344.38,100,0.87,0.0061,0,1019.6
2017-01-03 00:00:00,6.24,0,343.2,100,1.38,0.0061,0,1018.116667
2017-01-03 01:00:00,6.1,0,342.08,100,0.94,0,0,1017.166667
2017-01-03 02:00:00,6.08,0,341.43,100,1.15,0.03048,0,1016.183333
2017-01-03 03:00:00,5.99,0,341.09,100,0.89,0.07315,0,1015.066667
2017-01-03 04:00:00,6.08,0,340.87,100,1.39,0.06096,0,1013.233333
2017-01-03 05:00:00,5.87,0,340.54,100,1.43,0.07315,0,1012.566667
