"depth_new","ID","temp","weight","obs_group"
0.1,"wq0.1_t_34",25.7259,0.1754904,"temp_0.1"
0.1,"wq0.1_t_35",26.2851,0.1754904,"temp_0.1"
0.1,"wq0.1_t_36",26.8109,0.1754904,"temp_0.1"
0.1,"wq0.1_t_37",28.8,0.1754904,"temp_0.1"
0.1,"wq0.1_t_38",27,0.1754904,"temp_0.1"
0.1,"wq0.1_t_39",28.6,0.1754904,"temp_0.1"
0.1,"wq0.1_t_40",24.6,0.1754904,"temp_0.1"
0.1,"wq0.1_t_41",24.3,0.1754904,"temp_0.1"
0.1,"wq0.1_t_42",24.8,0.1754904,"temp_0.1"
0.1,"wq0.1_t_43",27.3,0.1754904,"temp_0.1"
0.1,"wq0.1_t_44",17.5,0.1754904,"temp_0.1"
0.1,"wq0.1_t_45",22,0.1754904,"temp_0.1"
0.1,"wq0.1_t_46",16.7,0.1754904,"temp_0.1"
0.1,"wq0.1_t_47",18.4,0.1754904,"temp_0.1"
0.1,"wq0.1_t_48",19.2,0.1754904,"temp_0.1"
0.1,"wq0.1_t_49",13.7,0.1754904,"temp_0.1"
0.1,"wq0.1_t_50",20.7,0.1754904,"temp_0.1"
0.1,"wq0.1_t_51",14.5,0.1754904,"temp_0.1"
0.1,"wq0.1_t_52",15.2,0.1754904,"temp_0.1"
0.1,"wq0.1_t_53",9,0.1754904,"temp_0.1"
0.1,"wq0.1_t_54",14.3,0.1754904,"temp_0.1"
0.1,"wq0.1_t_55",6.1414,0.1754904,"temp_0.1"
0.1,"wq0.1_t_56",4.1,0.1754904,"temp_0.1"
0.1,"wq0.1_t_57",2.4,0.1754904,"temp_0.1"
0.1,"wq0.1_t_58",6.5,0.1754904,"temp_0.1"
0.1,"wq0.1_t_59",9.1,0.1754904,"temp_0.1"
0.1,"wq0.1_t_60",10.9,0.1754904,"temp_0.1"
0.1,"wq0.1_t_61",9.8,0.1754904,"temp_0.1"
0.1,"wq0.1_t_62",14.7479,0.1754904,"temp_0.1"
0.1,"wq0.1_t_63",13.5212,0.1754904,"temp_0.1"
0.1,"wq0.1_t_64",13.6454,0.1754904,"temp_0.1"
0.1,"wq0.1_t_65",14.217,0.1754904,"temp_0.1"
0.1,"wq0.1_t_66",15.2336,0.1754904,"temp_0.1"
0.1,"wq0.1_t_67",19.5629,0.1754904,"temp_0.1"
0.1,"wq0.1_t_68",19.9079,0.1754904,"temp_0.1"
0.1,"wq0.1_t_69",22.0623,0.1754904,"temp_0.1"
0.1,"wq0.1_t_70",23.642,0.1754904,"temp_0.1"
0.1,"wq0.1_t_71",24.3799,0.1754904,"temp_0.1"
0.1,"wq0.1_t_72",22.6666,0.1754904,"temp_0.1"
0.1,"wq0.1_t_73",22,0.1754904,"temp_0.1"
0.1,"wq0.1_t_74",21.0907,0.1754904,"temp_0.1"
0.1,"wq0.1_t_75",23.1231,0.1754904,"temp_0.1"
0.1,"wq0.1_t_76",22.5203,0.1754904,"temp_0.1"
0.1,"wq0.1_t_77",22.6763,0.1754904,"temp_0.1"
0.1,"wq0.1_t_78",23.4003,0.1754904,"temp_0.1"
0.1,"wq0.1_t_79",23.0855,0.1754904,"temp_0.1"
0.1,"wq0.1_t_80",24.6738,0.1754904,"temp_0.1"
0.1,"wq0.1_t_81",24.7688,0.1754904,"temp_0.1"
0.1,"wq0.1_t_82",26.1952,0.1754904,"temp_0.1"
0.1,"wq0.1_t_83",27.2422,0.1754904,"temp_0.1"
0.1,"wq0.1_t_84",27.3263,0.1754904,"temp_0.1"
0.1,"wq0.1_t_85",26.2219,0.1754904,"temp_0.1"
0.1,"wq0.1_t_86",23.952,0.1754904,"temp_0.1"
0.1,"wq0.1_t_87",27.452,0.1754904,"temp_0.1"
0.1,"wq0.1_t_88",28.8083,0.1754904,"temp_0.1"
0.1,"wq0.1_t_89",25.5168,0.1754904,"temp_0.1"
0.1,"wq0.1_t_90",27.3995,0.1754904,"temp_0.1"
0.1,"wq0.1_t_91",26.9707,0.1754904,"temp_0.1"
0.1,"wq0.1_t_92",24.9385,0.1754904,"temp_0.1"
0.1,"wq0.1_t_93",26.9256,0.1754904,"temp_0.1"
0.1,"wq0.1_t_94",25.6653,0.1754904,"temp_0.1"
0.1,"wq0.1_t_95",25.3842,0.1754904,"temp_0.1"
0.1,"wq0.1_t_96",25.983,0.1754904,"temp_0.1"
0.1,"wq0.1_t_97",26.3496,0.1754904,"temp_0.1"
0.1,"wq0.1_t_98",27.4757,0.1754904,"temp_0.1"
0.1,"wq0.1_t_99",26.6,0.1754904,"temp_0.1"
0.1,"wq0.1_t_100",26.5094,0.1754904,"temp_0.1"
0.1,"wq0.1_t_101",26.9415,0.1754904,"temp_0.1"
0.1,"wq0.1_t_102",25.8962,0.1754904,"temp_0.1"
0.1,"wq0.1_t_103",24.372,0.1754904,"temp_0.1"
0.1,"wq0.1_t_104",26.0445,0.1754904,"temp_0.1"
0.1,"wq0.1_t_105",26.117,0.1754904,"temp_0.1"
0.1,"wq0.1_t_106",26.8473,0.1754904,"temp_0.1"
0.1,"wq0.1_t_107",28.0762,0.1754904,"temp_0.1"
0.1,"wq0.1_t_108",23.2,0.1754904,"temp_0.1"
0.1,"wq0.1_t_109",23.9868,0.1754904,"temp_0.1"
0.1,"wq0.1_t_110",24.3203,0.1754904,"temp_0.1"
0.1,"wq0.1_t_111",23.4,0.1754904,"temp_0.1"
0.1,"wq0.1_t_112",22.8417,0.1754904,"temp_0.1"
0.1,"wq0.1_t_113",24.7236,0.1754904,"temp_0.1"
0.1,"wq0.1_t_114",21.8,0.1754904,"temp_0.1"
0.1,"wq0.1_t_115",21.4644,0.1754904,"temp_0.1"
0.1,"wq0.1_t_116",21.3117,0.1754904,"temp_0.1"
0.1,"wq0.1_t_117",24.0209,0.1754904,"temp_0.1"
0.1,"wq0.1_t_118",23.8171,0.1754904,"temp_0.1"
0.1,"wq0.1_t_119",17.7,0.1754904,"temp_0.1"
0.1,"wq0.1_t_120",16.0301,0.1754904,"temp_0.1"
0.1,"wq0.1_t_121",15.3,0.1754904,"temp_0.1"
0.1,"wq0.1_t_122",14.4926,0.1754904,"temp_0.1"
0.1,"wq0.1_t_123",12.3892,0.1754904,"temp_0.1"
0.1,"wq0.1_t_124",12.7126,0.1754904,"temp_0.1"
0.1,"wq0.1_t_125",13.4469,0.1754904,"temp_0.1"
0.1,"wq0.1_t_126",9.7628,0.1754904,"temp_0.1"
0.1,"wq0.1_t_127",8.6,0.1754904,"temp_0.1"
0.1,"wq0.1_t_128",8.5742,0.1754904,"temp_0.1"
0.1,"wq0.1_t_129",5.0427,0.1754904,"temp_0.1"
0.1,"wq0.1_t_130",4.9,0.1754904,"temp_0.1"
0.1,"wq0.1_t_131",4.5289,0.1754904,"temp_0.1"
1,"wq1_t_1",8.9,0.1754904,"temp_1"
1,"wq1_t_2",7.9477,0.1754904,"temp_1"
1,"wq1_t_3",11.7836,0.1754904,"temp_1"
1,"wq1_t_4",11.8,0.1754904,"temp_1"
1,"wq1_t_5",13.7861,0.1754904,"temp_1"
1,"wq1_t_6",13.1,0.1754904,"temp_1"
1,"wq1_t_7",17.6792,0.1754904,"temp_1"
1,"wq1_t_8",16.0313,0.1754904,"temp_1"
1,"wq1_t_9",17.6644,0.1754904,"temp_1"
1,"wq1_t_10",16.3492,0.1754904,"temp_1"
1,"wq1_t_11",14.8675,0.1754904,"temp_1"
1,"wq1_t_12",15,0.1754904,"temp_1"
1,"wq1_t_13",14.794,0.1754904,"temp_1"
1,"wq1_t_14",17.4872,0.1754904,"temp_1"
1,"wq1_t_15",17.6,0.1754904,"temp_1"
1,"wq1_t_16",22.1,0.1754904,"temp_1"
1,"wq1_t_17",20.3,0.1754904,"temp_1"
1,"wq1_t_18",18.1,0.1754904,"temp_1"
1,"wq1_t_19",20.5,0.1754904,"temp_1"
1,"wq1_t_20",18.6,0.1754904,"temp_1"
1,"wq1_t_21",19.2,0.1754904,"temp_1"
1,"wq1_t_22",22.1,0.1754904,"temp_1"
1,"wq1_t_23",20.1,0.1754904,"temp_1"
1,"wq1_t_24",23,0.1754904,"temp_1"
1,"wq1_t_25",24.7,0.1754904,"temp_1"
1,"wq1_t_26",24.1,0.1754904,"temp_1"
1,"wq1_t_27",23.2851,0.1754904,"temp_1"
1,"wq1_t_28",25.4863,0.1754904,"temp_1"
1,"wq1_t_29",25.3,0.1754904,"temp_1"
1,"wq1_t_30",25.6214,0.1754904,"temp_1"
1,"wq1_t_31",25.5406,0.1754904,"temp_1"
1,"wq1_t_32",25.7886,0.1754904,"temp_1"
1,"wq1_t_33",25.3243,0.1754904,"temp_1"
1,"wq1_t_34",27.4,0.1754904,"temp_1"
1,"wq1_t_35",26.6,0.1754904,"temp_1"
1,"wq1_t_36",28.5,0.1754904,"temp_1"
1,"wq1_t_37",24.5,0.1754904,"temp_1"
1,"wq1_t_38",24.4,0.1754904,"temp_1"
1,"wq1_t_39",24.9,0.1754904,"temp_1"
1,"wq1_t_40",26.7,0.1754904,"temp_1"
1,"wq1_t_41",24.1,0.1754904,"temp_1"
1,"wq1_t_42",21.5,0.1754904,"temp_1"
1,"wq1_t_43",19.5,0.1754904,"temp_1"
1,"wq1_t_44",21.5,0.1754904,"temp_1"
1,"wq1_t_45",23.1,0.1754904,"temp_1"
1,"wq1_t_46",20,0.1754904,"temp_1"
1,"wq1_t_47",20.9,0.1754904,"temp_1"
1,"wq1_t_48",20.2,0.1754904,"temp_1"
1,"wq1_t_49",13.4,0.1754904,"temp_1"
1,"wq1_t_50",14.2,0.1754904,"temp_1"
1,"wq1_t_51",14,0.1754904,"temp_1"
1,"wq1_t_52",6.0014,0.1754904,"temp_1"
1,"wq1_t_53",6.5,0.1754904,"temp_1"
1,"wq1_t_54",2.6,0.1754904,"temp_1"
1,"wq1_t_55",6.3,0.1754904,"temp_1"
1,"wq1_t_56",10.9,0.1754904,"temp_1"
1,"wq1_t_57",9.9,0.1754904,"temp_1"
1,"wq1_t_58",14.7933,0.1754904,"temp_1"
1,"wq1_t_59",13.5172,0.1754904,"temp_1"
1,"wq1_t_60",13.5007,0.1754904,"temp_1"
1,"wq1_t_61",14.1616,0.1754904,"temp_1"
1,"wq1_t_62",15.0933,0.1754904,"temp_1"
1,"wq1_t_63",16.6785,0.1754904,"temp_1"
1,"wq1_t_64",19.9103,0.1754904,"temp_1"
1,"wq1_t_65",20.9199,0.1754904,"temp_1"
1,"wq1_t_66",23.5748,0.1754904,"temp_1"
1,"wq1_t_67",21.9423,0.1754904,"temp_1"
1,"wq1_t_68",21.7405,0.1754904,"temp_1"
1,"wq1_t_69",19.8,0.1754904,"temp_1"
1,"wq1_t_70",18.8061,0.1754904,"temp_1"
1,"wq1_t_71",20.331,0.1754904,"temp_1"
1,"wq1_t_72",20.0947,0.1754904,"temp_1"
1,"wq1_t_73",20.8529,0.1754904,"temp_1"
1,"wq1_t_74",23.1671,0.1754904,"temp_1"
1,"wq1_t_75",22.7822,0.1754904,"temp_1"
1,"wq1_t_76",24.68,0.1754904,"temp_1"
1,"wq1_t_77",23.1242,0.1754904,"temp_1"
1,"wq1_t_78",24.4994,0.1754904,"temp_1"
1,"wq1_t_79",24.3627,0.1754904,"temp_1"
1,"wq1_t_80",26.4212,0.1754904,"temp_1"
1,"wq1_t_81",26.2063,0.1754904,"temp_1"
1,"wq1_t_82",23.8528,0.1754904,"temp_1"
1,"wq1_t_83",25.5154,0.1754904,"temp_1"
1,"wq1_t_84",27.0201,0.1754904,"temp_1"
1,"wq1_t_85",25.7468,0.1754904,"temp_1"
1,"wq1_t_86",27.2692,0.1754904,"temp_1"
1,"wq1_t_87",26.7712,0.1754904,"temp_1"
1,"wq1_t_88",25.1816,0.1754904,"temp_1"
1,"wq1_t_89",25.3062,0.1754904,"temp_1"
1,"wq1_t_90",25.2657,0.1754904,"temp_1"
1,"wq1_t_91",25.0658,0.1754904,"temp_1"
1,"wq1_t_92",26.1238,0.1754904,"temp_1"
1,"wq1_t_93",26.3115,0.1754904,"temp_1"
1,"wq1_t_94",26.6027,0.1754904,"temp_1"
1,"wq1_t_95",26.3,0.1754904,"temp_1"
1,"wq1_t_96",25.4828,0.1754904,"temp_1"
1,"wq1_t_97",26.2019,0.1754904,"temp_1"
1,"wq1_t_98",25.8152,0.1754904,"temp_1"
1,"wq1_t_99",23.8242,0.1754904,"temp_1"
1,"wq1_t_100",24.5103,0.1754904,"temp_1"
1,"wq1_t_101",25.9928,0.1754904,"temp_1"
1,"wq1_t_102",26.0739,0.1754904,"temp_1"
1,"wq1_t_103",26.5807,0.1754904,"temp_1"
1,"wq1_t_104",23.7,0.1754904,"temp_1"
1,"wq1_t_105",23.9721,0.1754904,"temp_1"
1,"wq1_t_106",23.7735,0.1754904,"temp_1"
1,"wq1_t_107",22.8,0.1754904,"temp_1"
1,"wq1_t_108",22.5649,0.1754904,"temp_1"
1,"wq1_t_109",23.8721,0.1754904,"temp_1"
1,"wq1_t_110",21.9,0.1754904,"temp_1"
1,"wq1_t_111",22.0204,0.1754904,"temp_1"
1,"wq1_t_112",20.8297,0.1754904,"temp_1"
1,"wq1_t_113",21.9599,0.1754904,"temp_1"
1,"wq1_t_114",22.8504,0.1754904,"temp_1"
1,"wq1_t_115",17.4,0.1754904,"temp_1"
1,"wq1_t_116",15.879,0.1754904,"temp_1"
1,"wq1_t_117",15.3,0.1754904,"temp_1"
1,"wq1_t_118",14.3858,0.1754904,"temp_1"
1,"wq1_t_119",12.0927,0.1754904,"temp_1"
1,"wq1_t_120",12.5746,0.1754904,"temp_1"
1,"wq1_t_121",12.933,0.1754904,"temp_1"
1,"wq1_t_122",9.7441,0.1754904,"temp_1"
1,"wq1_t_123",8.2,0.1754904,"temp_1"
1,"wq1_t_124",8.1398,0.1754904,"temp_1"
1,"wq1_t_125",4.8959,0.1754904,"temp_1"
1,"wq1_t_126",4.6,0.1754904,"temp_1"
1,"wq1_t_127",4.5274,0.1754904,"temp_1"
2,"wq2_t_1",8.8,0.1754904,"temp_2"
2,"wq2_t_2",7.9806,0.1754904,"temp_2"
2,"wq2_t_3",8.1,0.1754904,"temp_2"
2,"wq2_t_4",11.7219,0.1754904,"temp_2"
2,"wq2_t_5",11.3,0.1754904,"temp_2"
2,"wq2_t_6",13.19,0.1754904,"temp_2"
2,"wq2_t_7",12.7,0.1754904,"temp_2"
2,"wq2_t_8",13.854,0.1754904,"temp_2"
2,"wq2_t_9",17.3,0.1754904,"temp_2"
2,"wq2_t_10",14.2371,0.1754904,"temp_2"
2,"wq2_t_11",14.4583,0.1754904,"temp_2"
2,"wq2_t_12",17.5,0.1754904,"temp_2"
2,"wq2_t_13",15.0129,0.1754904,"temp_2"
2,"wq2_t_14",14.698,0.1754904,"temp_2"
2,"wq2_t_15",14.8,0.1754904,"temp_2"
2,"wq2_t_16",13.5531,0.1754904,"temp_2"
2,"wq2_t_17",14.8232,0.1754904,"temp_2"
2,"wq2_t_18",17.6,0.1754904,"temp_2"
2,"wq2_t_19",18.3,0.1754904,"temp_2"
2,"wq2_t_20",20.3,0.1754904,"temp_2"
2,"wq2_t_21",17.4,0.1754904,"temp_2"
2,"wq2_t_22",17.6,0.1754904,"temp_2"
2,"wq2_t_23",17.6,0.1754904,"temp_2"
2,"wq2_t_24",18.1,0.1754904,"temp_2"
2,"wq2_t_25",22,0.1754904,"temp_2"
2,"wq2_t_26",20,0.1754904,"temp_2"
2,"wq2_t_27",21.7,0.1754904,"temp_2"
2,"wq2_t_28",24,0.1754904,"temp_2"
2,"wq2_t_29",23.8,0.1754904,"temp_2"
2,"wq2_t_30",21.8394,0.1754904,"temp_2"
2,"wq2_t_31",22.5444,0.1754904,"temp_2"
2,"wq2_t_32",25.1,0.1754904,"temp_2"
2,"wq2_t_33",22.8529,0.1754904,"temp_2"
2,"wq2_t_34",22.111,0.1754904,"temp_2"
2,"wq2_t_35",22.8037,0.1754904,"temp_2"
2,"wq2_t_36",22.8427,0.1754904,"temp_2"
2,"wq2_t_37",24.6,0.1754904,"temp_2"
2,"wq2_t_38",26,0.1754904,"temp_2"
2,"wq2_t_39",26.6,0.1754904,"temp_2"
2,"wq2_t_40",24.3,0.1754904,"temp_2"
2,"wq2_t_41",24.3,0.1754904,"temp_2"
2,"wq2_t_42",24.9,0.1754904,"temp_2"
2,"wq2_t_43",26.5,0.1754904,"temp_2"
2,"wq2_t_44",23.8,0.1754904,"temp_2"
2,"wq2_t_45",21.3,0.1754904,"temp_2"
2,"wq2_t_46",19.5,0.1754904,"temp_2"
2,"wq2_t_47",20.9,0.1754904,"temp_2"
2,"wq2_t_48",22.4,0.1754904,"temp_2"
2,"wq2_t_49",19.9,0.1754904,"temp_2"
2,"wq2_t_50",20.7,0.1754904,"temp_2"
2,"wq2_t_51",20.2,0.1754904,"temp_2"
2,"wq2_t_52",17.4,0.1754904,"temp_2"
2,"wq2_t_53",14.1,0.1754904,"temp_2"
2,"wq2_t_54",13.8,0.1754904,"temp_2"
2,"wq2_t_55",5.9348,0.1754904,"temp_2"
2,"wq2_t_56",6.2,0.1754904,"temp_2"
2,"wq2_t_57",2.8,0.1754904,"temp_2"
2,"wq2_t_58",6.1,0.1754904,"temp_2"
2,"wq2_t_59",6.8,0.1754904,"temp_2"
2,"wq2_t_60",10.1,0.1754904,"temp_2"
2,"wq2_t_61",9.7,0.1754904,"temp_2"
2,"wq2_t_62",13.0031,0.1754904,"temp_2"
2,"wq2_t_63",13.2017,0.1754904,"temp_2"
2,"wq2_t_64",12.7374,0.1754904,"temp_2"
2,"wq2_t_65",14.1139,0.1754904,"temp_2"
2,"wq2_t_66",14.5657,0.1754904,"temp_2"
2,"wq2_t_67",15.309,0.1754904,"temp_2"
2,"wq2_t_68",16.23,0.1754904,"temp_2"
2,"wq2_t_69",18.6709,0.1754904,"temp_2"
2,"wq2_t_70",18.5294,0.1754904,"temp_2"
2,"wq2_t_71",17.9078,0.1754904,"temp_2"
2,"wq2_t_72",18.3273,0.1754904,"temp_2"
2,"wq2_t_73",17.8,0.1754904,"temp_2"
2,"wq2_t_74",17.1403,0.1754904,"temp_2"
2,"wq2_t_75",17.3756,0.1754904,"temp_2"
2,"wq2_t_76",17.9244,0.1754904,"temp_2"
2,"wq2_t_77",18.1587,0.1754904,"temp_2"
2,"wq2_t_78",19.0698,0.1754904,"temp_2"
2,"wq2_t_79",19.5111,0.1754904,"temp_2"
2,"wq2_t_80",19.9714,0.1754904,"temp_2"
2,"wq2_t_81",19.2105,0.1754904,"temp_2"
2,"wq2_t_82",21.0731,0.1754904,"temp_2"
2,"wq2_t_83",20.661,0.1754904,"temp_2"
2,"wq2_t_84",21.3279,0.1754904,"temp_2"
2,"wq2_t_85",22.1904,0.1754904,"temp_2"
2,"wq2_t_86",21.5672,0.1754904,"temp_2"
2,"wq2_t_87",22.3412,0.1754904,"temp_2"
2,"wq2_t_88",23.3335,0.1754904,"temp_2"
2,"wq2_t_89",23.366,0.1754904,"temp_2"
2,"wq2_t_90",24.402,0.1754904,"temp_2"
2,"wq2_t_91",24.2766,0.1754904,"temp_2"
2,"wq2_t_92",25.037,0.1754904,"temp_2"
2,"wq2_t_93",23.3636,0.1754904,"temp_2"
2,"wq2_t_94",24.9674,0.1754904,"temp_2"
2,"wq2_t_95",23.7597,0.1754904,"temp_2"
2,"wq2_t_96",23.7704,0.1754904,"temp_2"
2,"wq2_t_97",26.2,0.1754904,"temp_2"
2,"wq2_t_98",25.066,0.1754904,"temp_2"
2,"wq2_t_99",24.688,0.1754904,"temp_2"
2,"wq2_t_100",23.5643,0.1754904,"temp_2"
2,"wq2_t_101",23.6773,0.1754904,"temp_2"
2,"wq2_t_102",24.4267,0.1754904,"temp_2"
2,"wq2_t_103",24.592,0.1754904,"temp_2"
2,"wq2_t_104",25.3733,0.1754904,"temp_2"
2,"wq2_t_105",23.7,0.1754904,"temp_2"
2,"wq2_t_106",22.6,0.1754904,"temp_2"
2,"wq2_t_107",22.3991,0.1754904,"temp_2"
2,"wq2_t_108",22.9537,0.1754904,"temp_2"
2,"wq2_t_109",21.9,0.1754904,"temp_2"
2,"wq2_t_110",22.0182,0.1754904,"temp_2"
2,"wq2_t_111",20.6061,0.1754904,"temp_2"
2,"wq2_t_112",22.4168,0.1754904,"temp_2"
2,"wq2_t_113",17.2,0.1754904,"temp_2"
2,"wq2_t_114",15.8211,0.1754904,"temp_2"
2,"wq2_t_115",15.3,0.1754904,"temp_2"
2,"wq2_t_116",14.3723,0.1754904,"temp_2"
2,"wq2_t_117",12.0219,0.1754904,"temp_2"
2,"wq2_t_118",12.3447,0.1754904,"temp_2"
2,"wq2_t_119",12.609,0.1754904,"temp_2"
2,"wq2_t_120",9.7812,0.1754904,"temp_2"
2,"wq2_t_121",8.1,0.1754904,"temp_2"
2,"wq2_t_122",8.0912,0.1754904,"temp_2"
2,"wq2_t_123",5.3383,0.1754904,"temp_2"
2,"wq2_t_124",4.6,0.1754904,"temp_2"
2,"wq2_t_125",4.5358,0.1754904,"temp_2"
3,"wq3_t_1",8.2,0.1754904,"temp_3"
3,"wq3_t_2",8.0272,0.1754904,"temp_3"
3,"wq3_t_3",10.4396,0.1754904,"temp_3"
3,"wq3_t_4",9.6,0.1754904,"temp_3"
3,"wq3_t_5",12.13,0.1754904,"temp_3"
3,"wq3_t_6",11.7,0.1754904,"temp_3"
3,"wq3_t_7",11.6361,0.1754904,"temp_3"
3,"wq3_t_8",12.2878,0.1754904,"temp_3"
3,"wq3_t_9",12.0095,0.1754904,"temp_3"
3,"wq3_t_10",11.982,0.1754904,"temp_3"
3,"wq3_t_11",12.4828,0.1754904,"temp_3"
3,"wq3_t_12",13.7,0.1754904,"temp_3"
3,"wq3_t_13",12.9311,0.1754904,"temp_3"
3,"wq3_t_14",12.5661,0.1754904,"temp_3"
3,"wq3_t_15",14.4,0.1754904,"temp_3"
3,"wq3_t_16",14.9,0.1754904,"temp_3"
3,"wq3_t_17",15.8,0.1754904,"temp_3"
3,"wq3_t_18",16.1,0.1754904,"temp_3"
3,"wq3_t_19",16,0.1754904,"temp_3"
3,"wq3_t_20",17,0.1754904,"temp_3"
3,"wq3_t_21",17.3,0.1754904,"temp_3"
3,"wq3_t_22",18.3,0.1754904,"temp_3"
3,"wq3_t_23",18.3,0.1754904,"temp_3"
3,"wq3_t_24",18.9,0.1754904,"temp_3"
3,"wq3_t_25",20.1,0.1754904,"temp_3"
3,"wq3_t_26",21.1,0.1754904,"temp_3"
3,"wq3_t_27",18.6588,0.1754904,"temp_3"
3,"wq3_t_28",19.0543,0.1754904,"temp_3"
3,"wq3_t_29",22.4,0.1754904,"temp_3"
3,"wq3_t_30",19.2278,0.1754904,"temp_3"
3,"wq3_t_31",19.8463,0.1754904,"temp_3"
3,"wq3_t_32",20.3994,0.1754904,"temp_3"
3,"wq3_t_33",20.6384,0.1754904,"temp_3"
3,"wq3_t_34",23.7,0.1754904,"temp_3"
3,"wq3_t_35",24.8,0.1754904,"temp_3"
3,"wq3_t_36",24.3,0.1754904,"temp_3"
3,"wq3_t_37",23.6,0.1754904,"temp_3"
3,"wq3_t_38",23.7,0.1754904,"temp_3"
3,"wq3_t_39",23.7,0.1754904,"temp_3"
3,"wq3_t_40",24.7,0.1754904,"temp_3"
3,"wq3_t_41",23.7,0.1754904,"temp_3"
3,"wq3_t_42",20.9,0.1754904,"temp_3"
3,"wq3_t_43",19.5,0.1754904,"temp_3"
3,"wq3_t_44",19.7,0.1754904,"temp_3"
3,"wq3_t_45",20.9,0.1754904,"temp_3"
3,"wq3_t_46",19.7,0.1754904,"temp_3"
3,"wq3_t_47",20.2,0.1754904,"temp_3"
3,"wq3_t_48",20.2,0.1754904,"temp_3"
3,"wq3_t_49",17.4,0.1754904,"temp_3"
3,"wq3_t_50",14,0.1754904,"temp_3"
3,"wq3_t_51",13.7,0.1754904,"temp_3"
3,"wq3_t_52",5.9146,0.1754904,"temp_3"
3,"wq3_t_53",6.1,0.1754904,"temp_3"
3,"wq3_t_54",2.9,0.1754904,"temp_3"
3,"wq3_t_55",5.9,0.1754904,"temp_3"
3,"wq3_t_56",8.3,0.1754904,"temp_3"
3,"wq3_t_57",9.5,0.1754904,"temp_3"
3,"wq3_t_58",11.9593,0.1754904,"temp_3"
3,"wq3_t_59",10.5236,0.1754904,"temp_3"
3,"wq3_t_60",10.5552,0.1754904,"temp_3"
3,"wq3_t_61",13.6391,0.1754904,"temp_3"
3,"wq3_t_62",11.4832,0.1754904,"temp_3"
3,"wq3_t_63",13.4197,0.1754904,"temp_3"
3,"wq3_t_64",13.5431,0.1754904,"temp_3"
3,"wq3_t_65",14.9881,0.1754904,"temp_3"
3,"wq3_t_66",14.4529,0.1754904,"temp_3"
3,"wq3_t_67",15.5545,0.1754904,"temp_3"
3,"wq3_t_68",15.0278,0.1754904,"temp_3"
3,"wq3_t_69",16.6,0.1754904,"temp_3"
3,"wq3_t_70",14.657,0.1754904,"temp_3"
3,"wq3_t_71",14.7044,0.1754904,"temp_3"
3,"wq3_t_72",14.2953,0.1754904,"temp_3"
3,"wq3_t_73",15.0648,0.1754904,"temp_3"
3,"wq3_t_74",15.2755,0.1754904,"temp_3"
3,"wq3_t_75",15.8177,0.1754904,"temp_3"
3,"wq3_t_76",15.522,0.1754904,"temp_3"
3,"wq3_t_77",16.1489,0.1754904,"temp_3"
3,"wq3_t_78",15.523,0.1754904,"temp_3"
3,"wq3_t_79",17.0584,0.1754904,"temp_3"
3,"wq3_t_80",16.2883,0.1754904,"temp_3"
